325.000, 0.250	325.000, 0.255	325.000, 0.254	325.000, 0.247	325.000, 0.267
353.000, 0.290	353.000, 0.290	353.000, 0.289	353.000, 0.291	353.000, 0.303
354.000, 0.291	354.000, 0.292	354.000, 0.290	354.000, 0.292	354.000, 0.304
355.000, 0.293	355.000, 0.292	355.000, 0.291	355.000, 0.292	355.000, 0.304
356.000, 0.293	356.000, 0.293	356.000, 0.292	356.000, 0.293	356.000, 0.306
357.000, 0.293	357.000, 0.295	357.000, 0.294	357.000, 0.294	357.000, 0.308
358.000, 0.293	358.000, 0.295	358.000, 0.295	358.000, 0.293	358.000, 0.308
359.000, 0.295	359.000, 0.296	359.000, 0.297	359.000, 0.295	359.000, 0.309
360.000, 0.298	360.000, 0.298	360.000, 0.299	360.000, 0.298	360.000, 0.312
361.000, 0.299	361.000, 0.300	361.000, 0.301	361.000, 0.301	361.000, 0.314
362.000, 0.301	362.000, 0.301	362.000, 0.301	362.000, 0.302	362.000, 0.316
363.000, 0.302	363.000, 0.303	363.000, 0.301	363.000, 0.302	363.000, 0.316
364.000, 0.302	364.000, 0.303	364.000, 0.303	364.000, 0.303	364.000, 0.315
365.000, 0.303	365.000, 0.304	365.000, 0.305	365.000, 0.304	365.000, 0.316
366.000, 0.306	366.000, 0.306	366.000, 0.307	366.000, 0.306	366.000, 0.318
367.000, 0.308	367.000, 0.309	367.000, 0.308	367.000, 0.307	367.000, 0.320
368.000, 0.309	368.000, 0.310	368.000, 0.308	368.000, 0.309	368.000, 0.321
369.000, 0.310	369.000, 0.310	369.000, 0.310	369.000, 0.310	369.000, 0.322
370.000, 0.311	370.000, 0.311	370.000, 0.312	370.000, 0.310	370.000, 0.323
371.000, 0.311	371.000, 0.313	371.000, 0.313	371.000, 0.312	371.000, 0.324
372.000, 0.314	372.000, 0.314	372.000, 0.315	372.000, 0.314	372.000, 0.325
373.000, 0.316	373.000, 0.316	373.000, 0.316	373.000, 0.316	373.000, 0.327
374.000, 0.317	374.000, 0.317	374.000, 0.317	374.000, 0.317	374.000, 0.330
375.000, 0.319	375.000, 0.320	375.000, 0.320	375.000, 0.319	375.000, 0.332
376.000, 0.321	376.000, 0.322	376.000, 0.323	376.000, 0.321	376.000, 0.333
377.000, 0.322	377.000, 0.323	377.000, 0.324	377.000, 0.323	377.000, 0.334
378.000, 0.324	378.000, 0.325	378.000, 0.325	378.000, 0.324	378.000, 0.335
379.000, 0.326	379.000, 0.327	379.000, 0.327	379.000, 0.325	379.000, 0.338
380.000, 0.328	380.000, 0.328	380.000, 0.329	380.000, 0.327	380.000, 0.339
381.000, 0.329	381.000, 0.330	381.000, 0.330	381.000, 0.329	381.000, 0.340
382.000, 0.331	382.000, 0.332	382.000, 0.332	382.000, 0.331	382.000, 0.342
383.000, 0.333	383.000, 0.334	383.000, 0.334	383.000, 0.333	383.000, 0.344
384.000, 0.335	384.000, 0.336	384.000, 0.336	384.000, 0.336	384.000, 0.347
385.000, 0.338	385.000, 0.340	385.000, 0.339	385.000, 0.338	385.000, 0.349
386.000, 0.341	386.000, 0.343	386.000, 0.342	386.000, 0.341	386.000, 0.351
387.000, 0.343	387.000, 0.345	387.000, 0.344	387.000, 0.344	387.000, 0.353
388.000, 0.345	388.000, 0.346	388.000, 0.346	388.000, 0.345	388.000, 0.356
389.000, 0.348	389.000, 0.348	389.000, 0.347	389.000, 0.347	389.000, 0.357
390.000, 0.350	390.000, 0.350	390.000, 0.350	390.000, 0.350	390.000, 0.358
391.000, 0.351	391.000, 0.352	391.000, 0.352	391.000, 0.351	391.000, 0.361
392.000, 0.353	392.000, 0.355	392.000, 0.355	392.000, 0.353	392.000, 0.364
393.000, 0.356	393.000, 0.356	393.000, 0.357	393.000, 0.356	393.000, 0.365
394.000, 0.358	394.000, 0.358	394.000, 0.359	394.000, 0.357	394.000, 0.366
395.000, 0.359	395.000, 0.360	395.000, 0.361	395.000, 0.359	395.000, 0.368
396.000, 0.361	396.000, 0.362	396.000, 0.362	396.000, 0.361	396.000, 0.370
397.000, 0.363	397.000, 0.365	397.000, 0.364	397.000, 0.364	397.000, 0.372
398.000, 0.367	398.000, 0.368	398.000, 0.366	398.000, 0.366	398.000, 0.374
399.000, 0.368	399.000, 0.368	399.000, 0.368	399.000, 0.367	399.000, 0.375
400.000, 0.369	400.000, 0.369	400.000, 0.369	400.000, 0.368	400.000, 0.376
401.000, 0.370	401.000, 0.371	401.000, 0.371	401.000, 0.370	401.000, 0.378
402.000, 0.372	402.000, 0.373	402.000, 0.373	402.000, 0.371	402.000, 0.379
403.000, 0.374	403.000, 0.374	403.000, 0.374	403.000, 0.372	403.000, 0.381
404.000, 0.375	404.000, 0.375	404.000, 0.376	404.000, 0.374	404.000, 0.382
405.000, 0.377	405.000, 0.376	405.000, 0.377	405.000, 0.376	405.000, 0.383
406.000, 0.378	406.000, 0.378	406.000, 0.378	406.000, 0.378	406.000, 0.385
407.000, 0.379	407.000, 0.379	407.000, 0.379	407.000, 0.379	407.000, 0.386
408.000, 0.380	408.000, 0.381	408.000, 0.381	408.000, 0.380	408.000, 0.388
409.000, 0.383	409.000, 0.383	409.000, 0.383	409.000, 0.382	409.000, 0.390
410.000, 0.384	410.000, 0.384	410.000, 0.384	410.000, 0.383	410.000, 0.390
411.000, 0.385	411.000, 0.385	411.000, 0.385	411.000, 0.384	411.000, 0.392
412.000, 0.387	412.000, 0.387	412.000, 0.387	412.000, 0.386	412.000, 0.393
413.000, 0.388	413.000, 0.389	413.000, 0.388	413.000, 0.387	413.000, 0.394
414.000, 0.389	414.000, 0.390	414.000, 0.390	414.000, 0.389	414.000, 0.395
415.000, 0.391	415.000, 0.391	415.000, 0.391	415.000, 0.390	415.000, 0.397
416.000, 0.392	416.000, 0.393	416.000, 0.392	416.000, 0.392	416.000, 0.398
417.000, 0.394	417.000, 0.395	417.000, 0.394	417.000, 0.393	417.000, 0.399
418.000, 0.396	418.000, 0.396	418.000, 0.396	418.000, 0.395	418.000, 0.401
419.000, 0.397	419.000, 0.397	419.000, 0.397	419.000, 0.396	419.000, 0.402
420.000, 0.398	420.000, 0.398	420.000, 0.398	420.000, 0.397	420.000, 0.403
421.000, 0.399	421.000, 0.400	421.000, 0.400	421.000, 0.399	421.000, 0.405
422.000, 0.401	422.000, 0.402	422.000, 0.401	422.000, 0.400	422.000, 0.406
423.000, 0.403	423.000, 0.403	423.000, 0.403	423.000, 0.402	423.000, 0.408
424.000, 0.404	424.000, 0.405	424.000, 0.405	424.000, 0.403	424.000, 0.409
425.000, 0.406	425.000, 0.406	425.000, 0.406	425.000, 0.405	425.000, 0.410
426.000, 0.407	426.000, 0.408	426.000, 0.408	426.000, 0.406	426.000, 0.412
427.000, 0.409	427.000, 0.410	427.000, 0.409	427.000, 0.408	427.000, 0.413
428.000, 0.410	428.000, 0.411	428.000, 0.411	428.000, 0.410	428.000, 0.415
429.000, 0.412	429.000, 0.413	429.000, 0.413	429.000, 0.411	429.000, 0.416
430.000, 0.414	430.000, 0.414	430.000, 0.414	430.000, 0.413	430.000, 0.418
431.000, 0.415	431.000, 0.416	431.000, 0.416	431.000, 0.414	431.000, 0.420
432.000, 0.417	432.000, 0.418	432.000, 0.418	432.000, 0.416	432.000, 0.421
433.000, 0.419	433.000, 0.420	433.000, 0.420	433.000, 0.418	433.000, 0.422
434.000, 0.421	434.000, 0.422	434.000, 0.421	434.000, 0.420	434.000, 0.424
435.000, 0.423	435.000, 0.423	435.000, 0.423	435.000, 0.422	435.000, 0.426
436.000, 0.424	436.000, 0.425	436.000, 0.425	436.000, 0.423	436.000, 0.427
437.000, 0.426	437.000, 0.426	437.000, 0.426	437.000, 0.425	437.000, 0.429
438.000, 0.428	438.000, 0.428	438.000, 0.428	438.000, 0.427	438.000, 0.430
439.000, 0.429	439.000, 0.430	439.000, 0.430	439.000, 0.428	439.000, 0.432
440.000, 0.431	440.000, 0.431	440.000, 0.431	440.000, 0.430	440.000, 0.433
441.000, 0.433	441.000, 0.433	441.000, 0.433	441.000, 0.431	441.000, 0.435
442.000, 0.434	442.000, 0.435	442.000, 0.435	442.000, 0.433	442.000, 0.436
443.000, 0.436	443.000, 0.436	443.000, 0.436	443.000, 0.435	443.000, 0.438
444.000, 0.438	444.000, 0.438	444.000, 0.438	444.000, 0.436	444.000, 0.439
445.000, 0.439	445.000, 0.439	445.000, 0.439	445.000, 0.437	445.000, 0.440
446.000, 0.441	446.000, 0.441	446.000, 0.441	446.000, 0.439	446.000, 0.442
447.000, 0.442	447.000, 0.442	447.000, 0.442	447.000, 0.441	447.000, 0.443
448.000, 0.443	448.000, 0.443	448.000, 0.444	448.000, 0.442	448.000, 0.444
449.000, 0.445	449.000, 0.445	449.000, 0.445	449.000, 0.443	449.000, 0.445
450.000, 0.446	450.000, 0.447	450.000, 0.447	450.000, 0.445	450.000, 0.447
451.000, 0.447	451.000, 0.448	451.000, 0.448	451.000, 0.446	451.000, 0.448
452.000, 0.448	452.000, 0.449	452.000, 0.449	452.000, 0.447	452.000, 0.449
453.000, 0.450	453.000, 0.450	453.000, 0.450	453.000, 0.448	453.000, 0.450
454.000, 0.451	454.000, 0.451	454.000, 0.451	454.000, 0.449	454.000, 0.451
455.000, 0.452	455.000, 0.452	455.000, 0.452	455.000, 0.450	455.000, 0.452
456.000, 0.453	456.000, 0.453	456.000, 0.453	456.000, 0.451	456.000, 0.453
457.000, 0.454	457.000, 0.455	457.000, 0.455	457.000, 0.452	457.000, 0.454
458.000, 0.455	458.000, 0.456	458.000, 0.456	458.000, 0.453	458.000, 0.455
459.000, 0.456	459.000, 0.457	459.000, 0.457	459.000, 0.454	459.000, 0.455
460.000, 0.457	460.000, 0.457	460.000, 0.457	460.000, 0.455	460.000, 0.456
461.000, 0.458	461.000, 0.458	461.000, 0.458	461.000, 0.456	461.000, 0.457
462.000, 0.458	462.000, 0.459	462.000, 0.459	462.000, 0.457	462.000, 0.458
463.000, 0.459	463.000, 0.460	463.000, 0.460	463.000, 0.458	463.000, 0.458
464.000, 0.460	464.000, 0.460	464.000, 0.461	464.000, 0.458	464.000, 0.459
465.000, 0.461	465.000, 0.461	465.000, 0.462	465.000, 0.459	465.000, 0.459
466.000, 0.462	466.000, 0.462	466.000, 0.462	466.000, 0.460	466.000, 0.460
467.000, 0.463	467.000, 0.463	467.000, 0.463	467.000, 0.461	467.000, 0.461
468.000, 0.463	468.000, 0.464	468.000, 0.464	468.000, 0.461	468.000, 0.462
469.000, 0.464	469.000, 0.464	469.000, 0.464	469.000, 0.462	469.000, 0.462
470.000, 0.465	470.000, 0.465	470.000, 0.465	470.000, 0.463	470.000, 0.463
471.000, 0.466	471.000, 0.466	471.000, 0.467	471.000, 0.464	471.000, 0.464
472.000, 0.466	472.000, 0.467	472.000, 0.467	472.000, 0.465	472.000, 0.464
473.000, 0.467	473.000, 0.468	473.000, 0.467	473.000, 0.465	473.000, 0.465
474.000, 0.468	474.000, 0.468	474.000, 0.468	474.000, 0.466	474.000, 0.466
475.000, 0.469	475.000, 0.469	475.000, 0.469	475.000, 0.467	475.000, 0.466
476.000, 0.470	476.000, 0.470	476.000, 0.470	476.000, 0.468	476.000, 0.467
477.000, 0.470	477.000, 0.471	477.000, 0.471	477.000, 0.468	477.000, 0.468
478.000, 0.471	478.000, 0.472	478.000, 0.472	478.000, 0.469	478.000, 0.469
479.000, 0.472	479.000, 0.473	479.000, 0.473	479.000, 0.470	479.000, 0.469
480.000, 0.473	480.000, 0.474	480.000, 0.473	480.000, 0.471	480.000, 0.470
481.000, 0.474	481.000, 0.474	481.000, 0.474	481.000, 0.472	481.000, 0.471
482.000, 0.475	482.000, 0.475	482.000, 0.475	482.000, 0.473	482.000, 0.472
483.000, 0.476	483.000, 0.476	483.000, 0.476	483.000, 0.474	483.000, 0.472
484.000, 0.477	484.000, 0.477	484.000, 0.477	484.000, 0.475	484.000, 0.473
485.000, 0.478	485.000, 0.478	485.000, 0.478	485.000, 0.476	485.000, 0.474
486.000, 0.479	486.000, 0.479	486.000, 0.479	486.000, 0.477	486.000, 0.475
487.000, 0.480	487.000, 0.480	487.000, 0.480	487.000, 0.478	487.000, 0.476
488.000, 0.481	488.000, 0.482	488.000, 0.482	488.000, 0.479	488.000, 0.477
489.000, 0.482	489.000, 0.483	489.000, 0.483	489.000, 0.480	489.000, 0.478
490.000, 0.483	490.000, 0.484	490.000, 0.484	490.000, 0.481	490.000, 0.479
491.000, 0.484	491.000, 0.485	491.000, 0.485	491.000, 0.482	491.000, 0.480
492.000, 0.485	492.000, 0.486	492.000, 0.486	492.000, 0.483	492.000, 0.481
493.000, 0.487	493.000, 0.487	493.000, 0.487	493.000, 0.485	493.000, 0.482
494.000, 0.488	494.000, 0.488	494.000, 0.488	494.000, 0.486	494.000, 0.484
495.000, 0.489	495.000, 0.490	495.000, 0.490	495.000, 0.487	495.000, 0.485
496.000, 0.490	496.000, 0.491	496.000, 0.491	496.000, 0.488	496.000, 0.486
497.000, 0.491	497.000, 0.492	497.000, 0.492	497.000, 0.489	497.000, 0.486
498.000, 0.492	498.000, 0.493	498.000, 0.493	498.000, 0.490	498.000, 0.487
499.000, 0.494	499.000, 0.494	499.000, 0.494	499.000, 0.492	499.000, 0.489
500.000, 0.495	500.000, 0.496	500.000, 0.496	500.000, 0.493	500.000, 0.490
501.000, 0.496	501.000, 0.497	501.000, 0.497	501.000, 0.494	501.000, 0.491
502.000, 0.498	502.000, 0.498	502.000, 0.498	502.000, 0.495	502.000, 0.492
503.000, 0.499	503.000, 0.499	503.000, 0.500	503.000, 0.497	503.000, 0.493
504.000, 0.500	504.000, 0.501	504.000, 0.501	504.000, 0.498	504.000, 0.495
505.000, 0.502	505.000, 0.502	505.000, 0.502	505.000, 0.499	505.000, 0.496
506.000, 0.503	506.000, 0.503	506.000, 0.503	506.000, 0.501	506.000, 0.497
507.000, 0.504	507.000, 0.505	507.000, 0.505	507.000, 0.502	507.000, 0.498
508.000, 0.506	508.000, 0.506	508.000, 0.506	508.000, 0.503	508.000, 0.500
509.000, 0.507	509.000, 0.508	509.000, 0.508	509.000, 0.505	509.000, 0.501
510.000, 0.508	510.000, 0.509	510.000, 0.509	510.000, 0.506	510.000, 0.502
511.000, 0.510	511.000, 0.510	511.000, 0.510	511.000, 0.507	511.000, 0.503
512.000, 0.511	512.000, 0.511	512.000, 0.511	512.000, 0.509	512.000, 0.504
513.000, 0.512	513.000, 0.513	513.000, 0.513	513.000, 0.510	513.000, 0.506
514.000, 0.514	514.000, 0.514	514.000, 0.514	514.000, 0.511	514.000, 0.507
515.000, 0.515	515.000, 0.515	515.000, 0.515	515.000, 0.512	515.000, 0.508
516.000, 0.516	516.000, 0.517	516.000, 0.517	516.000, 0.514	516.000, 0.509
517.000, 0.518	517.000, 0.518	517.000, 0.518	517.000, 0.515	517.000, 0.510
518.000, 0.519	518.000, 0.520	518.000, 0.520	518.000, 0.517	518.000, 0.512
519.000, 0.521	519.000, 0.521	519.000, 0.521	519.000, 0.518	519.000, 0.513
520.000, 0.522	520.000, 0.523	520.000, 0.523	520.000, 0.520	520.000, 0.515
521.000, 0.524	521.000, 0.524	521.000, 0.524	521.000, 0.521	521.000, 0.516
522.000, 0.525	522.000, 0.526	522.000, 0.526	522.000, 0.522	522.000, 0.517
523.000, 0.526	523.000, 0.527	523.000, 0.527	523.000, 0.524	523.000, 0.518
524.000, 0.528	524.000, 0.528	524.000, 0.528	524.000, 0.525	524.000, 0.519
525.000, 0.529	525.000, 0.529	525.000, 0.529	525.000, 0.526	525.000, 0.520
526.000, 0.530	526.000, 0.531	526.000, 0.531	526.000, 0.527	526.000, 0.521
527.000, 0.532	527.000, 0.532	527.000, 0.532	527.000, 0.529	527.000, 0.523
528.000, 0.533	528.000, 0.534	528.000, 0.534	528.000, 0.530	528.000, 0.524
529.000, 0.535	529.000, 0.535	529.000, 0.535	529.000, 0.532	529.000, 0.526
530.000, 0.536	530.000, 0.536	530.000, 0.536	530.000, 0.533	530.000, 0.527
531.000, 0.537	531.000, 0.538	531.000, 0.538	531.000, 0.534	531.000, 0.528
532.000, 0.539	532.000, 0.539	532.000, 0.539	532.000, 0.536	532.000, 0.529
533.000, 0.540	533.000, 0.541	533.000, 0.541	533.000, 0.537	533.000, 0.531
534.000, 0.542	534.000, 0.542	534.000, 0.542	534.000, 0.539	534.000, 0.532
535.000, 0.543	535.000, 0.543	535.000, 0.543	535.000, 0.540	535.000, 0.533
536.000, 0.544	536.000, 0.544	536.000, 0.544	536.000, 0.541	536.000, 0.534
537.000, 0.545	537.000, 0.546	537.000, 0.546	537.000, 0.542	537.000, 0.535
538.000, 0.547	538.000, 0.547	538.000, 0.547	538.000, 0.544	538.000, 0.537
539.000, 0.548	539.000, 0.548	539.000, 0.548	539.000, 0.545	539.000, 0.538
540.000, 0.549	540.000, 0.549	540.000, 0.550	540.000, 0.546	540.000, 0.539
541.000, 0.550	541.000, 0.551	541.000, 0.551	541.000, 0.547	541.000, 0.540
542.000, 0.552	542.000, 0.552	542.000, 0.552	542.000, 0.548	542.000, 0.541
543.000, 0.553	543.000, 0.553	543.000, 0.554	543.000, 0.550	543.000, 0.542
544.000, 0.554	544.000, 0.555	544.000, 0.555	544.000, 0.551	544.000, 0.544
545.000, 0.556	545.000, 0.556	545.000, 0.556	545.000, 0.553	545.000, 0.545
546.000, 0.557	546.000, 0.557	546.000, 0.558	546.000, 0.554	546.000, 0.546
547.000, 0.558	547.000, 0.559	547.000, 0.559	547.000, 0.555	547.000, 0.547
548.000, 0.560	548.000, 0.560	548.000, 0.560	548.000, 0.556	548.000, 0.548
549.000, 0.561	549.000, 0.561	549.000, 0.561	549.000, 0.558	549.000, 0.549
550.000, 0.562	550.000, 0.562	550.000, 0.562	550.000, 0.559	550.000, 0.550
551.000, 0.563	551.000, 0.564	551.000, 0.564	551.000, 0.560	551.000, 0.551
552.000, 0.564	552.000, 0.565	552.000, 0.565	552.000, 0.561	552.000, 0.552
553.000, 0.566	553.000, 0.566	553.000, 0.566	553.000, 0.562	553.000, 0.553
554.000, 0.567	554.000, 0.567	554.000, 0.567	554.000, 0.563	554.000, 0.555
555.000, 0.568	555.000, 0.568	555.000, 0.569	555.000, 0.565	555.000, 0.556
556.000, 0.569	556.000, 0.570	556.000, 0.570	556.000, 0.566	556.000, 0.557
557.000, 0.570	557.000, 0.571	557.000, 0.571	557.000, 0.567	557.000, 0.557
558.000, 0.571	558.000, 0.572	558.000, 0.572	558.000, 0.568	558.000, 0.558
559.000, 0.573	559.000, 0.573	559.000, 0.573	559.000, 0.569	559.000, 0.559
560.000, 0.574	560.000, 0.574	560.000, 0.574	560.000, 0.570	560.000, 0.561
561.000, 0.575	561.000, 0.575	561.000, 0.576	561.000, 0.571	561.000, 0.562
562.000, 0.576	562.000, 0.576	562.000, 0.577	562.000, 0.572	562.000, 0.562
563.000, 0.577	563.000, 0.577	563.000, 0.578	563.000, 0.573	563.000, 0.563
564.000, 0.578	564.000, 0.578	564.000, 0.579	564.000, 0.574	564.000, 0.564
565.000, 0.579	565.000, 0.579	565.000, 0.579	565.000, 0.575	565.000, 0.565
566.000, 0.580	566.000, 0.580	566.000, 0.580	566.000, 0.576	566.000, 0.566
567.000, 0.581	567.000, 0.581	567.000, 0.581	567.000, 0.577	567.000, 0.567
568.000, 0.582	568.000, 0.582	568.000, 0.582	568.000, 0.578	568.000, 0.568
569.000, 0.583	569.000, 0.583	569.000, 0.584	569.000, 0.579	569.000, 0.569
570.000, 0.584	570.000, 0.584	570.000, 0.584	570.000, 0.580	570.000, 0.569
571.000, 0.585	571.000, 0.585	571.000, 0.585	571.000, 0.581	571.000, 0.570
572.000, 0.586	572.000, 0.586	572.000, 0.586	572.000, 0.582	572.000, 0.571
573.000, 0.587	573.000, 0.587	573.000, 0.587	573.000, 0.583	573.000, 0.572
574.000, 0.587	574.000, 0.588	574.000, 0.588	574.000, 0.584	574.000, 0.573
575.000, 0.588	575.000, 0.589	575.000, 0.589	575.000, 0.585	575.000, 0.574
576.000, 0.589	576.000, 0.589	576.000, 0.590	576.000, 0.586	576.000, 0.574
577.000, 0.590	577.000, 0.591	577.000, 0.591	577.000, 0.586	577.000, 0.575
578.000, 0.591	578.000, 0.592	578.000, 0.592	578.000, 0.588	578.000, 0.576
579.000, 0.592	579.000, 0.592	579.000, 0.593	579.000, 0.588	579.000, 0.577
580.000, 0.593	580.000, 0.593	580.000, 0.593	580.000, 0.589	580.000, 0.578
581.000, 0.594	581.000, 0.594	581.000, 0.594	581.000, 0.589	581.000, 0.578
582.000, 0.594	582.000, 0.594	582.000, 0.595	582.000, 0.590	582.000, 0.579
583.000, 0.595	583.000, 0.595	583.000, 0.595	583.000, 0.591	583.000, 0.579
584.000, 0.596	584.000, 0.596	584.000, 0.596	584.000, 0.592	584.000, 0.580
585.000, 0.596	585.000, 0.597	585.000, 0.597	585.000, 0.592	585.000, 0.580
586.000, 0.596	586.000, 0.597	586.000, 0.597	586.000, 0.593	586.000, 0.581
587.000, 0.597	587.000, 0.598	587.000, 0.598	587.000, 0.594	587.000, 0.581
588.000, 0.598	588.000, 0.599	588.000, 0.599	588.000, 0.595	588.000, 0.582
589.000, 0.599	589.000, 0.599	589.000, 0.599	589.000, 0.595	589.000, 0.582
590.000, 0.599	590.000, 0.600	590.000, 0.600	590.000, 0.596	590.000, 0.583
591.000, 0.600	591.000, 0.601	591.000, 0.601	591.000, 0.596	591.000, 0.584
592.000, 0.600	592.000, 0.601	592.000, 0.601	592.000, 0.597	592.000, 0.584
593.000, 0.601	593.000, 0.601	593.000, 0.602	593.000, 0.597	593.000, 0.584
594.000, 0.602	594.000, 0.602	594.000, 0.602	594.000, 0.598	594.000, 0.585
595.000, 0.602	595.000, 0.603	595.000, 0.602	595.000, 0.598	595.000, 0.585
596.000, 0.603	596.000, 0.603	596.000, 0.603	596.000, 0.599	596.000, 0.586
597.000, 0.603	597.000, 0.604	597.000, 0.604	597.000, 0.599	597.000, 0.586
598.000, 0.604	598.000, 0.604	598.000, 0.604	598.000, 0.600	598.000, 0.587
599.000, 0.604	599.000, 0.605	599.000, 0.605	599.000, 0.600	599.000, 0.587
600.000, 0.604	600.000, 0.605	600.000, 0.605	600.000, 0.600	600.000, 0.587
601.000, 0.605	601.000, 0.605	601.000, 0.606	601.000, 0.601	601.000, 0.588
602.000, 0.606	602.000, 0.606	602.000, 0.606	602.000, 0.602	602.000, 0.588
603.000, 0.607	603.000, 0.607	603.000, 0.607	603.000, 0.602	603.000, 0.589
604.000, 0.607	604.000, 0.607	604.000, 0.607	604.000, 0.603	604.000, 0.589
605.000, 0.607	605.000, 0.608	605.000, 0.608	605.000, 0.603	605.000, 0.590
606.000, 0.608	606.000, 0.608	606.000, 0.609	606.000, 0.604	606.000, 0.590
607.000, 0.609	607.000, 0.609	607.000, 0.609	607.000, 0.605	607.000, 0.591
608.000, 0.610	608.000, 0.609	608.000, 0.610	608.000, 0.605	608.000, 0.591
609.000, 0.610	609.000, 0.610	609.000, 0.610	609.000, 0.606	609.000, 0.592
610.000, 0.610	610.000, 0.611	610.000, 0.611	610.000, 0.606	610.000, 0.593
611.000, 0.611	611.000, 0.611	611.000, 0.612	611.000, 0.607	611.000, 0.593
612.000, 0.611	612.000, 0.611	612.000, 0.612	612.000, 0.607	612.000, 0.593
613.000, 0.612	613.000, 0.612	613.000, 0.612	613.000, 0.608	613.000, 0.594
614.000, 0.613	614.000, 0.613	614.000, 0.613	614.000, 0.608	614.000, 0.594
615.000, 0.613	615.000, 0.613	615.000, 0.614	615.000, 0.609	615.000, 0.595
616.000, 0.613	616.000, 0.614	616.000, 0.614	616.000, 0.609	616.000, 0.595
617.000, 0.614	617.000, 0.614	617.000, 0.614	617.000, 0.610	617.000, 0.595
618.000, 0.614	618.000, 0.614	618.000, 0.614	618.000, 0.610	618.000, 0.595
619.000, 0.615	619.000, 0.615	619.000, 0.615	619.000, 0.611	619.000, 0.596
620.000, 0.615	620.000, 0.615	620.000, 0.616	620.000, 0.611	620.000, 0.596
621.000, 0.616	621.000, 0.616	621.000, 0.617	621.000, 0.612	621.000, 0.597
622.000, 0.616	622.000, 0.617	622.000, 0.617	622.000, 0.612	622.000, 0.597
623.000, 0.616	623.000, 0.617	623.000, 0.617	623.000, 0.613	623.000, 0.597
624.000, 0.617	624.000, 0.617	624.000, 0.617	624.000, 0.613	624.000, 0.598
625.000, 0.617	625.000, 0.618	625.000, 0.618	625.000, 0.613	625.000, 0.598
626.000, 0.618	626.000, 0.618	626.000, 0.618	626.000, 0.614	626.000, 0.598
627.000, 0.618	627.000, 0.619	627.000, 0.619	627.000, 0.614	627.000, 0.599
628.000, 0.619	628.000, 0.619	628.000, 0.619	628.000, 0.614	628.000, 0.599
629.000, 0.619	629.000, 0.619	629.000, 0.619	629.000, 0.615	629.000, 0.599
630.000, 0.620	630.000, 0.620	630.000, 0.620	630.000, 0.615	630.000, 0.600
631.000, 0.620	631.000, 0.620	631.000, 0.620	631.000, 0.616	631.000, 0.600
632.000, 0.620	632.000, 0.621	632.000, 0.621	632.000, 0.616	632.000, 0.601
633.000, 0.621	633.000, 0.621	633.000, 0.621	633.000, 0.616	633.000, 0.601
634.000, 0.621	634.000, 0.621	634.000, 0.622	634.000, 0.616	634.000, 0.601
