325.000, 0.250	325.000, 0.225	325.000, 0.242	325.000, 0.237	325.000, 0.241
348.000, 0.280	348.000, 0.255	348.000, 0.273	348.000, 0.273	348.000, 0.275
349.000, 0.283	349.000, 0.258	349.000, 0.274	349.000, 0.276	349.000, 0.278
350.000, 0.284	350.000, 0.258	350.000, 0.276	350.000, 0.278	350.000, 0.279
351.000, 0.285	351.000, 0.259	351.000, 0.278	351.000, 0.279	351.000, 0.280
352.000, 0.287	352.000, 0.259	352.000, 0.279	352.000, 0.280	352.000, 0.283
353.000, 0.289	353.000, 0.261	353.000, 0.281	353.000, 0.281	353.000, 0.284
354.000, 0.290	354.000, 0.262	354.000, 0.281	354.000, 0.282	354.000, 0.284
355.000, 0.289	355.000, 0.262	355.000, 0.281	355.000, 0.282	355.000, 0.284
356.000, 0.291	356.000, 0.264	356.000, 0.284	356.000, 0.283	356.000, 0.287
357.000, 0.294	357.000, 0.266	357.000, 0.286	357.000, 0.285	357.000, 0.289
358.000, 0.293	358.000, 0.267	358.000, 0.286	358.000, 0.286	358.000, 0.289
359.000, 0.294	359.000, 0.267	359.000, 0.287	359.000, 0.288	359.000, 0.289
360.000, 0.297	360.000, 0.268	360.000, 0.289	360.000, 0.290	360.000, 0.291
361.000, 0.299	361.000, 0.270	361.000, 0.291	361.000, 0.292	361.000, 0.294
362.000, 0.301	362.000, 0.272	362.000, 0.292	362.000, 0.294	362.000, 0.296
363.000, 0.301	363.000, 0.274	363.000, 0.293	363.000, 0.294	363.000, 0.297
364.000, 0.302	364.000, 0.274	364.000, 0.294	364.000, 0.294	364.000, 0.298
365.000, 0.302	365.000, 0.274	365.000, 0.295	365.000, 0.295	365.000, 0.298
366.000, 0.304	366.000, 0.277	366.000, 0.297	366.000, 0.298	366.000, 0.300
367.000, 0.305	367.000, 0.279	367.000, 0.299	367.000, 0.300	367.000, 0.301
368.000, 0.307	368.000, 0.279	368.000, 0.300	368.000, 0.301	368.000, 0.303
369.000, 0.307	369.000, 0.280	369.000, 0.300	369.000, 0.302	369.000, 0.303
370.000, 0.308	370.000, 0.282	370.000, 0.302	370.000, 0.303	370.000, 0.304
371.000, 0.310	371.000, 0.283	371.000, 0.303	371.000, 0.304	371.000, 0.306
372.000, 0.312	372.000, 0.283	372.000, 0.305	372.000, 0.305	372.000, 0.308
373.000, 0.314	373.000, 0.285	373.000, 0.306	373.000, 0.307	373.000, 0.310
374.000, 0.315	374.000, 0.288	374.000, 0.308	374.000, 0.309	374.000, 0.311
375.000, 0.316	375.000, 0.290	375.000, 0.310	375.000, 0.311	375.000, 0.313
376.000, 0.317	376.000, 0.291	376.000, 0.312	376.000, 0.314	376.000, 0.316
377.000, 0.320	377.000, 0.292	377.000, 0.313	377.000, 0.315	377.000, 0.317
378.000, 0.322	378.000, 0.293	378.000, 0.315	378.000, 0.317	378.000, 0.319
379.000, 0.324	379.000, 0.295	379.000, 0.317	379.000, 0.319	379.000, 0.321
380.000, 0.326	380.000, 0.297	380.000, 0.318	380.000, 0.320	380.000, 0.322
381.000, 0.327	381.000, 0.298	381.000, 0.320	381.000, 0.321	381.000, 0.323
382.000, 0.328	382.000, 0.300	382.000, 0.322	382.000, 0.324	382.000, 0.324
383.000, 0.331	383.000, 0.302	383.000, 0.324	383.000, 0.326	383.000, 0.327
384.000, 0.334	384.000, 0.304	384.000, 0.326	384.000, 0.328	384.000, 0.330
385.000, 0.336	385.000, 0.306	385.000, 0.330	385.000, 0.330	385.000, 0.333
386.000, 0.338	386.000, 0.310	386.000, 0.333	386.000, 0.333	386.000, 0.335
387.000, 0.341	387.000, 0.313	387.000, 0.336	387.000, 0.335	387.000, 0.338
388.000, 0.343	388.000, 0.314	388.000, 0.336	388.000, 0.337	388.000, 0.340
389.000, 0.345	389.000, 0.316	389.000, 0.338	389.000, 0.339	389.000, 0.343
390.000, 0.346	390.000, 0.318	390.000, 0.341	390.000, 0.341	390.000, 0.345
391.000, 0.348	391.000, 0.320	391.000, 0.342	391.000, 0.344	391.000, 0.346
392.000, 0.350	392.000, 0.322	392.000, 0.344	392.000, 0.346	392.000, 0.347
393.000, 0.353	393.000, 0.324	393.000, 0.347	393.000, 0.348	393.000, 0.350
394.000, 0.355	394.000, 0.325	394.000, 0.349	394.000, 0.350	394.000, 0.352
395.000, 0.356	395.000, 0.326	395.000, 0.351	395.000, 0.352	395.000, 0.353
396.000, 0.357	396.000, 0.328	396.000, 0.352	396.000, 0.354	396.000, 0.355
397.000, 0.360	397.000, 0.331	397.000, 0.354	397.000, 0.357	397.000, 0.357
398.000, 0.363	398.000, 0.335	398.000, 0.358	398.000, 0.359	398.000, 0.360
399.000, 0.364	399.000, 0.335	399.000, 0.358	399.000, 0.359	399.000, 0.361
400.000, 0.365	400.000, 0.335	400.000, 0.359	400.000, 0.360	400.000, 0.363
401.000, 0.367	401.000, 0.337	401.000, 0.361	401.000, 0.362	401.000, 0.365
402.000, 0.369	402.000, 0.339	402.000, 0.363	402.000, 0.364	402.000, 0.367
403.000, 0.370	403.000, 0.340	403.000, 0.364	403.000, 0.366	403.000, 0.367
404.000, 0.371	404.000, 0.341	404.000, 0.366	404.000, 0.367	404.000, 0.368
405.000, 0.372	405.000, 0.343	405.000, 0.367	405.000, 0.369	405.000, 0.370
406.000, 0.375	406.000, 0.344	406.000, 0.368	406.000, 0.370	406.000, 0.372
407.000, 0.376	407.000, 0.345	407.000, 0.370	407.000, 0.371	407.000, 0.373
408.000, 0.377	408.000, 0.346	408.000, 0.372	408.000, 0.373	408.000, 0.375
409.000, 0.379	409.000, 0.348	409.000, 0.374	409.000, 0.375	409.000, 0.378
410.000, 0.380	410.000, 0.349	410.000, 0.375	410.000, 0.376	410.000, 0.379
411.000, 0.381	411.000, 0.351	411.000, 0.376	411.000, 0.378	411.000, 0.380
412.000, 0.383	412.000, 0.353	412.000, 0.377	412.000, 0.379	412.000, 0.381
413.000, 0.385	413.000, 0.354	413.000, 0.379	413.000, 0.381	413.000, 0.382
414.000, 0.386	414.000, 0.355	414.000, 0.380	414.000, 0.382	414.000, 0.384
415.000, 0.387	415.000, 0.356	415.000, 0.382	415.000, 0.383	415.000, 0.385
416.000, 0.388	416.000, 0.357	416.000, 0.383	416.000, 0.385	416.000, 0.387
417.000, 0.390	417.000, 0.359	417.000, 0.385	417.000, 0.386	417.000, 0.388
418.000, 0.391	418.000, 0.360	418.000, 0.387	418.000, 0.388	418.000, 0.390
419.000, 0.393	419.000, 0.361	419.000, 0.388	419.000, 0.389	419.000, 0.391
420.000, 0.394	420.000, 0.363	420.000, 0.389	420.000, 0.390	420.000, 0.392
421.000, 0.395	421.000, 0.364	421.000, 0.390	421.000, 0.392	421.000, 0.394
422.000, 0.397	422.000, 0.366	422.000, 0.392	422.000, 0.393	422.000, 0.396
423.000, 0.398	423.000, 0.367	423.000, 0.394	423.000, 0.395	423.000, 0.397
424.000, 0.400	424.000, 0.369	424.000, 0.395	424.000, 0.396	424.000, 0.399
425.000, 0.401	425.000, 0.370	425.000, 0.397	425.000, 0.398	425.000, 0.400
426.000, 0.403	426.000, 0.371	426.000, 0.398	426.000, 0.400	426.000, 0.402
427.000, 0.404	427.000, 0.373	427.000, 0.400	427.000, 0.401	427.000, 0.404
428.000, 0.406	428.000, 0.375	428.000, 0.402	428.000, 0.403	428.000, 0.405
429.000, 0.407	429.000, 0.376	429.000, 0.403	429.000, 0.405	429.000, 0.407
430.000, 0.409	430.000, 0.378	430.000, 0.405	430.000, 0.407	430.000, 0.408
431.000, 0.411	431.000, 0.379	431.000, 0.407	431.000, 0.408	431.000, 0.410
432.000, 0.413	432.000, 0.381	432.000, 0.409	432.000, 0.410	432.000, 0.412
433.000, 0.414	433.000, 0.383	433.000, 0.410	433.000, 0.412	433.000, 0.414
434.000, 0.416	434.000, 0.384	434.000, 0.412	434.000, 0.414	434.000, 0.415
435.000, 0.418	435.000, 0.386	435.000, 0.414	435.000, 0.415	435.000, 0.417
436.000, 0.419	436.000, 0.387	436.000, 0.415	436.000, 0.417	436.000, 0.419
437.000, 0.421	437.000, 0.389	437.000, 0.417	437.000, 0.418	437.000, 0.421
438.000, 0.423	438.000, 0.391	438.000, 0.419	438.000, 0.420	438.000, 0.422
439.000, 0.424	439.000, 0.392	439.000, 0.420	439.000, 0.422	439.000, 0.424
440.000, 0.426	440.000, 0.394	440.000, 0.422	440.000, 0.424	440.000, 0.426
441.000, 0.427	441.000, 0.395	441.000, 0.423	441.000, 0.425	441.000, 0.427
442.000, 0.429	442.000, 0.397	442.000, 0.425	442.000, 0.427	442.000, 0.429
443.000, 0.430	443.000, 0.398	443.000, 0.427	443.000, 0.428	443.000, 0.431
444.000, 0.432	444.000, 0.399	444.000, 0.428	444.000, 0.430	444.000, 0.432
445.000, 0.433	445.000, 0.401	445.000, 0.430	445.000, 0.431	445.000, 0.433
446.000, 0.434	446.000, 0.402	446.000, 0.431	446.000, 0.433	446.000, 0.435
447.000, 0.436	447.000, 0.404	447.000, 0.433	447.000, 0.434	447.000, 0.436
448.000, 0.437	448.000, 0.405	448.000, 0.434	448.000, 0.436	448.000, 0.438
449.000, 0.439	449.000, 0.407	449.000, 0.435	449.000, 0.437	449.000, 0.439
450.000, 0.440	450.000, 0.408	450.000, 0.437	450.000, 0.439	450.000, 0.441
451.000, 0.441	451.000, 0.409	451.000, 0.438	451.000, 0.440	451.000, 0.442
452.000, 0.442	452.000, 0.410	452.000, 0.439	452.000, 0.441	452.000, 0.443
453.000, 0.443	453.000, 0.411	453.000, 0.440	453.000, 0.442	453.000, 0.444
454.000, 0.444	454.000, 0.412	454.000, 0.441	454.000, 0.443	454.000, 0.445
455.000, 0.445	455.000, 0.413	455.000, 0.442	455.000, 0.444	455.000, 0.446
456.000, 0.446	456.000, 0.414	456.000, 0.444	456.000, 0.445	456.000, 0.447
457.000, 0.447	457.000, 0.415	457.000, 0.445	457.000, 0.446	457.000, 0.449
458.000, 0.448	458.000, 0.416	458.000, 0.446	458.000, 0.447	458.000, 0.450
459.000, 0.449	459.000, 0.417	459.000, 0.446	459.000, 0.448	459.000, 0.450
460.000, 0.450	460.000, 0.418	460.000, 0.447	460.000, 0.449	460.000, 0.451
461.000, 0.451	461.000, 0.418	461.000, 0.448	461.000, 0.450	461.000, 0.452
462.000, 0.452	462.000, 0.419	462.000, 0.449	462.000, 0.451	462.000, 0.453
463.000, 0.452	463.000, 0.420	463.000, 0.450	463.000, 0.452	463.000, 0.454
464.000, 0.453	464.000, 0.421	464.000, 0.451	464.000, 0.452	464.000, 0.455
465.000, 0.454	465.000, 0.421	465.000, 0.451	465.000, 0.453	465.000, 0.455
466.000, 0.455	466.000, 0.422	466.000, 0.452	466.000, 0.454	466.000, 0.456
467.000, 0.455	467.000, 0.423	467.000, 0.453	467.000, 0.455	467.000, 0.457
468.000, 0.456	468.000, 0.424	468.000, 0.454	468.000, 0.456	468.000, 0.458
469.000, 0.456	469.000, 0.424	469.000, 0.454	469.000, 0.456	469.000, 0.458
470.000, 0.458	470.000, 0.425	470.000, 0.456	470.000, 0.457	470.000, 0.459
471.000, 0.459	471.000, 0.426	471.000, 0.457	471.000, 0.458	471.000, 0.461
472.000, 0.459	472.000, 0.427	472.000, 0.457	472.000, 0.459	472.000, 0.461
473.000, 0.459	473.000, 0.427	473.000, 0.458	473.000, 0.459	473.000, 0.462
474.000, 0.461	474.000, 0.428	474.000, 0.459	474.000, 0.461	474.000, 0.463
475.000, 0.461	475.000, 0.429	475.000, 0.460	475.000, 0.461	475.000, 0.464
476.000, 0.462	476.000, 0.430	476.000, 0.461	476.000, 0.462	476.000, 0.464
477.000, 0.463	477.000, 0.431	477.000, 0.461	477.000, 0.463	477.000, 0.465
478.000, 0.464	478.000, 0.431	478.000, 0.462	478.000, 0.464	478.000, 0.466
479.000, 0.464	479.000, 0.432	479.000, 0.463	479.000, 0.464	479.000, 0.467
480.000, 0.465	480.000, 0.433	480.000, 0.464	480.000, 0.465	480.000, 0.468
481.000, 0.466	481.000, 0.434	481.000, 0.464	481.000, 0.466	481.000, 0.469
482.000, 0.467	482.000, 0.435	482.000, 0.465	482.000, 0.467	482.000, 0.469
483.000, 0.468	483.000, 0.435	483.000, 0.466	483.000, 0.468	483.000, 0.470
484.000, 0.469	484.000, 0.436	484.000, 0.467	484.000, 0.469	484.000, 0.471
485.000, 0.470	485.000, 0.437	485.000, 0.468	485.000, 0.470	485.000, 0.472
486.000, 0.471	486.000, 0.438	486.000, 0.469	486.000, 0.471	486.000, 0.473
487.000, 0.472	487.000, 0.439	487.000, 0.471	487.000, 0.473	487.000, 0.475
488.000, 0.473	488.000, 0.441	488.000, 0.472	488.000, 0.474	488.000, 0.476
489.000, 0.474	489.000, 0.442	489.000, 0.473	489.000, 0.475	489.000, 0.477
490.000, 0.475	490.000, 0.443	490.000, 0.474	490.000, 0.476	490.000, 0.478
491.000, 0.476	491.000, 0.444	491.000, 0.475	491.000, 0.477	491.000, 0.479
492.000, 0.477	492.000, 0.445	492.000, 0.476	492.000, 0.478	492.000, 0.481
493.000, 0.478	493.000, 0.446	493.000, 0.478	493.000, 0.479	493.000, 0.482
494.000, 0.479	494.000, 0.447	494.000, 0.479	494.000, 0.480	494.000, 0.483
495.000, 0.480	495.000, 0.448	495.000, 0.480	495.000, 0.482	495.000, 0.484
496.000, 0.482	496.000, 0.449	496.000, 0.481	496.000, 0.483	496.000, 0.485
497.000, 0.483	497.000, 0.450	497.000, 0.482	497.000, 0.484	497.000, 0.486
498.000, 0.484	498.000, 0.451	498.000, 0.483	498.000, 0.485	498.000, 0.487
499.000, 0.485	499.000, 0.453	499.000, 0.485	499.000, 0.486	499.000, 0.489
500.000, 0.486	500.000, 0.454	500.000, 0.486	500.000, 0.488	500.000, 0.490
501.000, 0.487	501.000, 0.455	501.000, 0.487	501.000, 0.489	501.000, 0.491
502.000, 0.489	502.000, 0.456	502.000, 0.488	502.000, 0.490	502.000, 0.493
503.000, 0.490	503.000, 0.457	503.000, 0.490	503.000, 0.492	503.000, 0.494
504.000, 0.491	504.000, 0.459	504.000, 0.491	504.000, 0.493	504.000, 0.495
505.000, 0.492	505.000, 0.460	505.000, 0.492	505.000, 0.494	505.000, 0.497
506.000, 0.494	506.000, 0.461	506.000, 0.494	506.000, 0.496	506.000, 0.498
507.000, 0.495	507.000, 0.462	507.000, 0.495	507.000, 0.497	507.000, 0.500
508.000, 0.496	508.000, 0.464	508.000, 0.496	508.000, 0.499	508.000, 0.501
509.000, 0.498	509.000, 0.465	509.000, 0.497	509.000, 0.500	509.000, 0.502
510.000, 0.499	510.000, 0.466	510.000, 0.499	510.000, 0.501	510.000, 0.503
511.000, 0.500	511.000, 0.467	511.000, 0.500	511.000, 0.502	511.000, 0.505
512.000, 0.501	512.000, 0.469	512.000, 0.501	512.000, 0.504	512.000, 0.506
513.000, 0.502	513.000, 0.470	513.000, 0.503	513.000, 0.505	513.000, 0.507
514.000, 0.504	514.000, 0.471	514.000, 0.504	514.000, 0.506	514.000, 0.508
515.000, 0.505	515.000, 0.472	515.000, 0.505	515.000, 0.508	515.000, 0.510
516.000, 0.507	516.000, 0.473	516.000, 0.507	516.000, 0.509	516.000, 0.512
517.000, 0.508	517.000, 0.475	517.000, 0.508	517.000, 0.510	517.000, 0.513
518.000, 0.509	518.000, 0.476	518.000, 0.510	518.000, 0.512	518.000, 0.514
519.000, 0.511	519.000, 0.478	519.000, 0.511	519.000, 0.513	519.000, 0.516
520.000, 0.512	520.000, 0.479	520.000, 0.513	520.000, 0.515	520.000, 0.518
521.000, 0.514	521.000, 0.480	521.000, 0.514	521.000, 0.516	521.000, 0.519
522.000, 0.515	522.000, 0.482	522.000, 0.515	522.000, 0.518	522.000, 0.520
523.000, 0.516	523.000, 0.483	523.000, 0.517	523.000, 0.519	523.000, 0.522
524.000, 0.517	524.000, 0.484	524.000, 0.518	524.000, 0.520	524.000, 0.523
525.000, 0.518	525.000, 0.485	525.000, 0.519	525.000, 0.521	525.000, 0.524
526.000, 0.519	526.000, 0.486	526.000, 0.520	526.000, 0.523	526.000, 0.525
527.000, 0.521	527.000, 0.488	527.000, 0.522	527.000, 0.524	527.000, 0.526
528.000, 0.523	528.000, 0.489	528.000, 0.523	528.000, 0.526	528.000, 0.528
529.000, 0.524	529.000, 0.490	529.000, 0.524	529.000, 0.527	529.000, 0.529
530.000, 0.525	530.000, 0.492	530.000, 0.526	530.000, 0.528	530.000, 0.531
531.000, 0.526	531.000, 0.493	531.000, 0.527	531.000, 0.530	531.000, 0.532
532.000, 0.528	532.000, 0.494	532.000, 0.529	532.000, 0.531	532.000, 0.534
533.000, 0.529	533.000, 0.496	533.000, 0.530	533.000, 0.532	533.000, 0.535
534.000, 0.530	534.000, 0.497	534.000, 0.531	534.000, 0.534	534.000, 0.536
535.000, 0.531	535.000, 0.498	535.000, 0.533	535.000, 0.535	535.000, 0.538
536.000, 0.533	536.000, 0.499	536.000, 0.534	536.000, 0.536	536.000, 0.539
537.000, 0.534	537.000, 0.500	537.000, 0.535	537.000, 0.538	537.000, 0.540
538.000, 0.535	538.000, 0.501	538.000, 0.536	538.000, 0.539	538.000, 0.541
539.000, 0.536	539.000, 0.503	539.000, 0.538	539.000, 0.540	539.000, 0.542
540.000, 0.538	540.000, 0.504	540.000, 0.539	540.000, 0.541	540.000, 0.544
541.000, 0.539	541.000, 0.505	541.000, 0.540	541.000, 0.542	541.000, 0.545
542.000, 0.540	542.000, 0.506	542.000, 0.541	542.000, 0.544	542.000, 0.546
543.000, 0.541	543.000, 0.507	543.000, 0.543	543.000, 0.545	543.000, 0.548
544.000, 0.543	544.000, 0.508	544.000, 0.544	544.000, 0.546	544.000, 0.549
545.000, 0.544	545.000, 0.510	545.000, 0.545	545.000, 0.548	545.000, 0.551
546.000, 0.545	546.000, 0.511	546.000, 0.546	546.000, 0.549	546.000, 0.552
547.000, 0.546	547.000, 0.512	547.000, 0.548	547.000, 0.550	547.000, 0.553
548.000, 0.548	548.000, 0.513	548.000, 0.549	548.000, 0.552	548.000, 0.554
549.000, 0.549	549.000, 0.514	549.000, 0.550	549.000, 0.553	549.000, 0.555
550.000, 0.549	550.000, 0.515	550.000, 0.551	550.000, 0.554	550.000, 0.556
551.000, 0.551	551.000, 0.517	551.000, 0.553	551.000, 0.555	551.000, 0.558
552.000, 0.552	552.000, 0.518	552.000, 0.554	552.000, 0.556	552.000, 0.559
553.000, 0.553	553.000, 0.519	553.000, 0.555	553.000, 0.558	553.000, 0.560
554.000, 0.554	554.000, 0.520	554.000, 0.556	554.000, 0.559	554.000, 0.561
555.000, 0.556	555.000, 0.521	555.000, 0.558	555.000, 0.560	555.000, 0.563
556.000, 0.557	556.000, 0.522	556.000, 0.559	556.000, 0.562	556.000, 0.564
557.000, 0.558	557.000, 0.523	557.000, 0.560	557.000, 0.563	557.000, 0.565
558.000, 0.559	558.000, 0.524	558.000, 0.561	558.000, 0.563	558.000, 0.566
559.000, 0.560	559.000, 0.525	559.000, 0.562	559.000, 0.564	559.000, 0.567
560.000, 0.561	560.000, 0.527	560.000, 0.563	560.000, 0.566	560.000, 0.568
561.000, 0.562	561.000, 0.528	561.000, 0.564	561.000, 0.567	561.000, 0.570
562.000, 0.563	562.000, 0.529	562.000, 0.565	562.000, 0.568	562.000, 0.571
563.000, 0.564	563.000, 0.530	563.000, 0.566	563.000, 0.569	563.000, 0.572
564.000, 0.565	564.000, 0.531	564.000, 0.567	564.000, 0.570	564.000, 0.573
565.000, 0.566	565.000, 0.532	565.000, 0.568	565.000, 0.571	565.000, 0.574
566.000, 0.567	566.000, 0.532	566.000, 0.569	566.000, 0.572	566.000, 0.575
567.000, 0.568	567.000, 0.533	567.000, 0.570	567.000, 0.573	567.000, 0.576
568.000, 0.569	568.000, 0.534	568.000, 0.571	568.000, 0.574	568.000, 0.577
569.000, 0.570	569.000, 0.535	569.000, 0.572	569.000, 0.575	569.000, 0.578
570.000, 0.570	570.000, 0.536	570.000, 0.573	570.000, 0.576	570.000, 0.578
571.000, 0.571	571.000, 0.537	571.000, 0.574	571.000, 0.577	571.000, 0.579
572.000, 0.572	572.000, 0.538	572.000, 0.575	572.000, 0.578	572.000, 0.580
573.000, 0.573	573.000, 0.539	573.000, 0.576	573.000, 0.579	573.000, 0.581
574.000, 0.574	574.000, 0.539	574.000, 0.577	574.000, 0.580	574.000, 0.582
575.000, 0.575	575.000, 0.540	575.000, 0.578	575.000, 0.580	575.000, 0.583
576.000, 0.576	576.000, 0.541	576.000, 0.579	576.000, 0.581	576.000, 0.584
577.000, 0.577	577.000, 0.542	577.000, 0.580	577.000, 0.582	577.000, 0.585
578.000, 0.577	578.000, 0.543	578.000, 0.581	578.000, 0.583	578.000, 0.586
579.000, 0.578	579.000, 0.544	579.000, 0.582	579.000, 0.584	579.000, 0.587
580.000, 0.579	580.000, 0.544	580.000, 0.582	580.000, 0.585	580.000, 0.587
581.000, 0.579	581.000, 0.545	581.000, 0.583	581.000, 0.585	581.000, 0.588
582.000, 0.580	582.000, 0.546	582.000, 0.584	582.000, 0.586	582.000, 0.589
583.000, 0.581	583.000, 0.546	583.000, 0.584	583.000, 0.587	583.000, 0.590
584.000, 0.582	584.000, 0.547	584.000, 0.585	584.000, 0.588	584.000, 0.590
585.000, 0.582	585.000, 0.548	585.000, 0.586	585.000, 0.588	585.000, 0.591
586.000, 0.582	586.000, 0.548	586.000, 0.586	586.000, 0.589	586.000, 0.592
587.000, 0.583	587.000, 0.549	587.000, 0.587	587.000, 0.590	587.000, 0.593
588.000, 0.584	588.000, 0.550	588.000, 0.588	588.000, 0.591	588.000, 0.594
589.000, 0.585	589.000, 0.550	589.000, 0.588	589.000, 0.591	589.000, 0.594
590.000, 0.585	590.000, 0.551	590.000, 0.589	590.000, 0.592	590.000, 0.595
591.000, 0.586	591.000, 0.552	591.000, 0.590	591.000, 0.593	591.000, 0.596
592.000, 0.586	592.000, 0.552	592.000, 0.590	592.000, 0.594	592.000, 0.596
593.000, 0.587	593.000, 0.553	593.000, 0.591	593.000, 0.594	593.000, 0.597
594.000, 0.587	594.000, 0.553	594.000, 0.592	594.000, 0.595	594.000, 0.597
595.000, 0.588	595.000, 0.554	595.000, 0.592	595.000, 0.595	595.000, 0.598
596.000, 0.588	596.000, 0.555	596.000, 0.593	596.000, 0.596	596.000, 0.598
597.000, 0.589	597.000, 0.555	597.000, 0.593	597.000, 0.596	597.000, 0.599
598.000, 0.589	598.000, 0.555	598.000, 0.594	598.000, 0.596	598.000, 0.599
599.000, 0.590	599.000, 0.556	599.000, 0.595	599.000, 0.597	599.000, 0.600
600.000, 0.590	600.000, 0.557	600.000, 0.595	600.000, 0.597	600.000, 0.600
601.000, 0.591	601.000, 0.557	601.000, 0.595	601.000, 0.598	601.000, 0.600
602.000, 0.591	602.000, 0.558	602.000, 0.596	602.000, 0.599	602.000, 0.601
603.000, 0.592	603.000, 0.559	603.000, 0.596	603.000, 0.599	603.000, 0.602
604.000, 0.592	604.000, 0.559	604.000, 0.597	604.000, 0.600	604.000, 0.602
605.000, 0.593	605.000, 0.560	605.000, 0.597	605.000, 0.600	605.000, 0.603
606.000, 0.593	606.000, 0.560	606.000, 0.598	606.000, 0.601	606.000, 0.604
607.000, 0.594	607.000, 0.561	607.000, 0.599	607.000, 0.602	607.000, 0.605
608.000, 0.595	608.000, 0.561	608.000, 0.600	608.000, 0.602	608.000, 0.605
609.000, 0.595	609.000, 0.562	609.000, 0.600	609.000, 0.603	609.000, 0.605
610.000, 0.596	610.000, 0.563	610.000, 0.601	610.000, 0.604	610.000, 0.606
611.000, 0.596	611.000, 0.563	611.000, 0.601	611.000, 0.604	611.000, 0.607
612.000, 0.596	612.000, 0.563	612.000, 0.602	612.000, 0.605	612.000, 0.607
613.000, 0.597	613.000, 0.564	613.000, 0.603	613.000, 0.606	613.000, 0.608
614.000, 0.598	614.000, 0.565	614.000, 0.603	614.000, 0.606	614.000, 0.609
615.000, 0.598	615.000, 0.565	615.000, 0.604	615.000, 0.607	615.000, 0.609
616.000, 0.599	616.000, 0.566	616.000, 0.604	616.000, 0.607	616.000, 0.610
617.000, 0.599	617.000, 0.566	617.000, 0.605	617.000, 0.608	617.000, 0.610
618.000, 0.599	618.000, 0.566	618.000, 0.605	618.000, 0.608	618.000, 0.610
619.000, 0.600	619.000, 0.567	619.000, 0.605	619.000, 0.609	619.000, 0.611
620.000, 0.600	620.000, 0.567	620.000, 0.606	620.000, 0.609	620.000, 0.611
621.000, 0.601	621.000, 0.568	621.000, 0.607	621.000, 0.610	621.000, 0.612
622.000, 0.601	622.000, 0.568	622.000, 0.607	622.000, 0.610	622.000, 0.613
623.000, 0.601	623.000, 0.568	623.000, 0.607	623.000, 0.610	623.000, 0.613
624.000, 0.602	624.000, 0.569	624.000, 0.608	624.000, 0.611	624.000, 0.613
625.000, 0.602	625.000, 0.569	625.000, 0.608	625.000, 0.611	625.000, 0.614
626.000, 0.603	626.000, 0.570	626.000, 0.609	626.000, 0.611	626.000, 0.615
627.000, 0.603	627.000, 0.570	627.000, 0.609	627.000, 0.612	627.000, 0.615
628.000, 0.603	628.000, 0.570	628.000, 0.609	628.000, 0.613	628.000, 0.615
629.000, 0.604	629.000, 0.571	629.000, 0.610	629.000, 0.613	629.000, 0.615
630.000, 0.604	630.000, 0.571	630.000, 0.610	630.000, 0.613	630.000, 0.616
631.000, 0.605	631.000, 0.572	631.000, 0.611	631.000, 0.614	631.000, 0.616
632.000, 0.605	632.000, 0.572	632.000, 0.611	632.000, 0.614	632.000, 0.617
633.000, 0.605	633.000, 0.572	633.000, 0.612	633.000, 0.615	633.000, 0.617
634.000, 0.606	634.000, 0.573	634.000, 0.612	634.000, 0.615	634.000, 0.618
