325.000, 0.232	325.000, 0.238	325.000, 0.235	325.000, 0.222	325.000, 0.234
489.000, 0.452	489.000, 0.452	489.000, 0.451	489.000, 0.450	489.000, 0.450
490.000, 0.453	490.000, 0.453	490.000, 0.452	490.000, 0.450	490.000, 0.451
491.000, 0.454	491.000, 0.454	491.000, 0.453	491.000, 0.451	491.000, 0.452
492.000, 0.455	492.000, 0.456	492.000, 0.454	492.000, 0.452	492.000, 0.453
493.000, 0.456	493.000, 0.457	493.000, 0.455	493.000, 0.454	493.000, 0.454
494.000, 0.457	494.000, 0.458	494.000, 0.456	494.000, 0.455	494.000, 0.455
495.000, 0.458	495.000, 0.459	495.000, 0.457	495.000, 0.456	495.000, 0.456
496.000, 0.460	496.000, 0.460	496.000, 0.458	496.000, 0.457	496.000, 0.457
497.000, 0.460	497.000, 0.461	497.000, 0.459	497.000, 0.458	497.000, 0.458
498.000, 0.461	498.000, 0.462	498.000, 0.460	498.000, 0.459	498.000, 0.459
499.000, 0.462	499.000, 0.463	499.000, 0.461	499.000, 0.460	499.000, 0.460
500.000, 0.464	500.000, 0.464	500.000, 0.463	500.000, 0.461	500.000, 0.462
501.000, 0.465	501.000, 0.465	501.000, 0.464	501.000, 0.462	501.000, 0.463
502.000, 0.466	502.000, 0.466	502.000, 0.465	502.000, 0.464	502.000, 0.464
503.000, 0.467	503.000, 0.467	503.000, 0.466	503.000, 0.465	503.000, 0.465
504.000, 0.468	504.000, 0.468	504.000, 0.468	504.000, 0.466	504.000, 0.466
505.000, 0.470	505.000, 0.470	505.000, 0.469	505.000, 0.467	505.000, 0.468
506.000, 0.471	506.000, 0.471	506.000, 0.470	506.000, 0.468	506.000, 0.469
507.000, 0.472	507.000, 0.472	507.000, 0.471	507.000, 0.469	507.000, 0.470
508.000, 0.473	508.000, 0.473	508.000, 0.472	508.000, 0.470	508.000, 0.471
509.000, 0.474	509.000, 0.475	509.000, 0.473	509.000, 0.471	509.000, 0.472
510.000, 0.475	510.000, 0.476	510.000, 0.474	510.000, 0.472	510.000, 0.474
511.000, 0.476	511.000, 0.477	511.000, 0.475	511.000, 0.474	511.000, 0.475
512.000, 0.478	512.000, 0.478	512.000, 0.477	512.000, 0.475	512.000, 0.476
513.000, 0.479	513.000, 0.479	513.000, 0.478	513.000, 0.476	513.000, 0.477
514.000, 0.480	514.000, 0.480	514.000, 0.479	514.000, 0.477	514.000, 0.478
515.000, 0.481	515.000, 0.481	515.000, 0.480	515.000, 0.479	515.000, 0.479
516.000, 0.482	516.000, 0.483	516.000, 0.481	516.000, 0.480	516.000, 0.480
517.000, 0.484	517.000, 0.484	517.000, 0.482	517.000, 0.481	517.000, 0.482
518.000, 0.485	518.000, 0.485	518.000, 0.483	518.000, 0.483	518.000, 0.483
519.000, 0.486	519.000, 0.486	519.000, 0.485	519.000, 0.484	519.000, 0.485
520.000, 0.488	520.000, 0.488	520.000, 0.487	520.000, 0.485	520.000, 0.486
521.000, 0.489	521.000, 0.489	521.000, 0.488	521.000, 0.486	521.000, 0.487
522.000, 0.490	522.000, 0.490	522.000, 0.489	522.000, 0.488	522.000, 0.488
523.000, 0.491	523.000, 0.491	523.000, 0.490	523.000, 0.489	523.000, 0.489
524.000, 0.492	524.000, 0.492	524.000, 0.491	524.000, 0.490	524.000, 0.490
525.000, 0.493	525.000, 0.493	525.000, 0.492	525.000, 0.491	525.000, 0.491
526.000, 0.495	526.000, 0.494	526.000, 0.494	526.000, 0.492	526.000, 0.492
527.000, 0.496	527.000, 0.496	527.000, 0.495	527.000, 0.493	527.000, 0.494
528.000, 0.497	528.000, 0.497	528.000, 0.496	528.000, 0.495	528.000, 0.495
529.000, 0.498	529.000, 0.498	529.000, 0.497	529.000, 0.496	529.000, 0.496
530.000, 0.500	530.000, 0.500	530.000, 0.499	530.000, 0.497	530.000, 0.498
531.000, 0.501	531.000, 0.501	531.000, 0.500	531.000, 0.498	531.000, 0.499
532.000, 0.502	532.000, 0.502	532.000, 0.501	532.000, 0.499	532.000, 0.500
533.000, 0.503	533.000, 0.503	533.000, 0.502	533.000, 0.501	533.000, 0.501
534.000, 0.504	534.000, 0.504	534.000, 0.503	534.000, 0.502	534.000, 0.502
535.000, 0.506	535.000, 0.505	535.000, 0.504	535.000, 0.503	535.000, 0.504
536.000, 0.507	536.000, 0.507	536.000, 0.506	536.000, 0.504	536.000, 0.505
537.000, 0.508	537.000, 0.508	537.000, 0.507	537.000, 0.505	537.000, 0.506
538.000, 0.509	538.000, 0.509	538.000, 0.508	538.000, 0.506	538.000, 0.507
539.000, 0.510	539.000, 0.510	539.000, 0.509	539.000, 0.507	539.000, 0.508
540.000, 0.511	540.000, 0.511	540.000, 0.510	540.000, 0.508	540.000, 0.509
541.000, 0.512	541.000, 0.512	541.000, 0.511	541.000, 0.510	541.000, 0.510
542.000, 0.513	542.000, 0.513	542.000, 0.512	542.000, 0.511	542.000, 0.511
543.000, 0.514	543.000, 0.514	543.000, 0.514	543.000, 0.512	543.000, 0.512
544.000, 0.516	544.000, 0.516	544.000, 0.515	544.000, 0.513	544.000, 0.514
545.000, 0.517	545.000, 0.517	545.000, 0.516	545.000, 0.514	545.000, 0.515
546.000, 0.518	546.000, 0.518	546.000, 0.517	546.000, 0.516	546.000, 0.516
547.000, 0.519	547.000, 0.519	547.000, 0.518	547.000, 0.517	547.000, 0.517
548.000, 0.520	548.000, 0.520	548.000, 0.519	548.000, 0.518	548.000, 0.518
549.000, 0.521	549.000, 0.521	549.000, 0.520	549.000, 0.519	549.000, 0.519
550.000, 0.522	550.000, 0.522	550.000, 0.521	550.000, 0.520	550.000, 0.520
551.000, 0.523	551.000, 0.523	551.000, 0.522	551.000, 0.521	551.000, 0.521
552.000, 0.524	552.000, 0.524	552.000, 0.523	552.000, 0.522	552.000, 0.522
553.000, 0.525	553.000, 0.525	553.000, 0.524	553.000, 0.523	553.000, 0.523
554.000, 0.526	554.000, 0.526	554.000, 0.525	554.000, 0.524	554.000, 0.524
555.000, 0.527	555.000, 0.527	555.000, 0.526	555.000, 0.525	555.000, 0.525
556.000, 0.528	556.000, 0.528	556.000, 0.527	556.000, 0.526	556.000, 0.526
557.000, 0.529	557.000, 0.529	557.000, 0.528	557.000, 0.527	557.000, 0.527
558.000, 0.530	558.000, 0.530	558.000, 0.529	558.000, 0.528	558.000, 0.528
559.000, 0.531	559.000, 0.531	559.000, 0.530	559.000, 0.529	559.000, 0.529
560.000, 0.532	560.000, 0.532	560.000, 0.531	560.000, 0.530	560.000, 0.530
561.000, 0.533	561.000, 0.533	561.000, 0.532	561.000, 0.531	561.000, 0.531
562.000, 0.534	562.000, 0.534	562.000, 0.533	562.000, 0.532	562.000, 0.532
563.000, 0.535	563.000, 0.535	563.000, 0.534	563.000, 0.533	563.000, 0.533
564.000, 0.536	564.000, 0.536	564.000, 0.535	564.000, 0.534	564.000, 0.534
565.000, 0.536	565.000, 0.537	565.000, 0.536	565.000, 0.534	565.000, 0.535
566.000, 0.537	566.000, 0.538	566.000, 0.536	566.000, 0.535	566.000, 0.535
567.000, 0.538	567.000, 0.538	567.000, 0.537	567.000, 0.536	567.000, 0.536
568.000, 0.539	568.000, 0.539	568.000, 0.538	568.000, 0.537	568.000, 0.537
569.000, 0.540	569.000, 0.540	569.000, 0.539	569.000, 0.538	569.000, 0.538
570.000, 0.541	570.000, 0.541	570.000, 0.540	570.000, 0.538	570.000, 0.539
571.000, 0.542	571.000, 0.541	571.000, 0.540	571.000, 0.539	571.000, 0.539
572.000, 0.542	572.000, 0.542	572.000, 0.541	572.000, 0.540	572.000, 0.540
573.000, 0.543	573.000, 0.543	573.000, 0.542	573.000, 0.541	573.000, 0.541
574.000, 0.544	574.000, 0.544	574.000, 0.543	574.000, 0.542	574.000, 0.542
575.000, 0.545	575.000, 0.545	575.000, 0.544	575.000, 0.542	575.000, 0.543
576.000, 0.546	576.000, 0.546	576.000, 0.545	576.000, 0.543	576.000, 0.544
577.000, 0.546	577.000, 0.546	577.000, 0.545	577.000, 0.544	577.000, 0.544
578.000, 0.547	578.000, 0.547	578.000, 0.546	578.000, 0.545	578.000, 0.545
579.000, 0.548	579.000, 0.548	579.000, 0.547	579.000, 0.546	579.000, 0.546
580.000, 0.548	580.000, 0.548	580.000, 0.547	580.000, 0.546	580.000, 0.547
581.000, 0.549	581.000, 0.549	581.000, 0.548	581.000, 0.547	581.000, 0.547
582.000, 0.550	582.000, 0.550	582.000, 0.549	582.000, 0.547	582.000, 0.548
583.000, 0.550	583.000, 0.550	583.000, 0.549	583.000, 0.548	583.000, 0.548
584.000, 0.551	584.000, 0.551	584.000, 0.550	584.000, 0.549	584.000, 0.549
585.000, 0.552	585.000, 0.552	585.000, 0.550	585.000, 0.549	585.000, 0.550
586.000, 0.552	586.000, 0.552	586.000, 0.551	586.000, 0.550	586.000, 0.550
587.000, 0.553	587.000, 0.553	587.000, 0.552	587.000, 0.550	587.000, 0.551
588.000, 0.553	588.000, 0.553	588.000, 0.553	588.000, 0.551	588.000, 0.552
589.000, 0.554	589.000, 0.554	589.000, 0.553	589.000, 0.551	589.000, 0.552
590.000, 0.554	590.000, 0.554	590.000, 0.553	590.000, 0.551	590.000, 0.552
591.000, 0.555	591.000, 0.555	591.000, 0.554	591.000, 0.552	591.000, 0.553
592.000, 0.556	592.000, 0.556	592.000, 0.555	592.000, 0.553	592.000, 0.554
593.000, 0.556	593.000, 0.556	593.000, 0.555	593.000, 0.553	593.000, 0.554
594.000, 0.557	594.000, 0.557	594.000, 0.556	594.000, 0.554	594.000, 0.554
595.000, 0.557	595.000, 0.557	595.000, 0.556	595.000, 0.554	595.000, 0.555
596.000, 0.558	596.000, 0.558	596.000, 0.557	596.000, 0.555	596.000, 0.556
597.000, 0.558	597.000, 0.558	597.000, 0.557	597.000, 0.555	597.000, 0.556
598.000, 0.558	598.000, 0.558	598.000, 0.557	598.000, 0.556	598.000, 0.556
599.000, 0.558	599.000, 0.559	599.000, 0.558	599.000, 0.556	599.000, 0.557
600.000, 0.559	600.000, 0.559	600.000, 0.558	600.000, 0.556	600.000, 0.557
601.000, 0.559	601.000, 0.559	601.000, 0.559	601.000, 0.557	601.000, 0.557
602.000, 0.560	602.000, 0.560	602.000, 0.559	602.000, 0.558	602.000, 0.558
603.000, 0.560	603.000, 0.560	603.000, 0.560	603.000, 0.558	603.000, 0.559
604.000, 0.561	604.000, 0.561	604.000, 0.560	604.000, 0.558	604.000, 0.559
605.000, 0.561	605.000, 0.561	605.000, 0.560	605.000, 0.559	605.000, 0.560
606.000, 0.562	606.000, 0.562	606.000, 0.561	606.000, 0.560	606.000, 0.560
607.000, 0.563	607.000, 0.562	607.000, 0.562	607.000, 0.561	607.000, 0.561
608.000, 0.563	608.000, 0.563	608.000, 0.562	608.000, 0.561	608.000, 0.561
609.000, 0.563	609.000, 0.564	609.000, 0.563	609.000, 0.561	609.000, 0.562
610.000, 0.564	610.000, 0.564	610.000, 0.563	610.000, 0.562	610.000, 0.562
611.000, 0.565	611.000, 0.565	611.000, 0.564	611.000, 0.562	611.000, 0.563
612.000, 0.565	612.000, 0.565	612.000, 0.564	612.000, 0.563	612.000, 0.563
613.000, 0.565	613.000, 0.566	613.000, 0.565	613.000, 0.563	613.000, 0.564
614.000, 0.566	614.000, 0.566	614.000, 0.565	614.000, 0.564	614.000, 0.564
615.000, 0.566	615.000, 0.567	615.000, 0.566	615.000, 0.564	615.000, 0.565
616.000, 0.567	616.000, 0.567	616.000, 0.566	616.000, 0.565	616.000, 0.565
617.000, 0.567	617.000, 0.568	617.000, 0.566	617.000, 0.565	617.000, 0.565
618.000, 0.567	618.000, 0.568	618.000, 0.567	618.000, 0.565	618.000, 0.566
619.000, 0.568	619.000, 0.568	619.000, 0.567	619.000, 0.566	619.000, 0.566
620.000, 0.569	620.000, 0.569	620.000, 0.568	620.000, 0.566	620.000, 0.567
621.000, 0.569	621.000, 0.569	621.000, 0.568	621.000, 0.567	621.000, 0.567
622.000, 0.570	622.000, 0.569	622.000, 0.568	622.000, 0.567	622.000, 0.567
623.000, 0.570	623.000, 0.569	623.000, 0.569	623.000, 0.567	623.000, 0.568
624.000, 0.570	624.000, 0.570	624.000, 0.569	624.000, 0.568	624.000, 0.568
625.000, 0.571	625.000, 0.571	625.000, 0.570	625.000, 0.568	625.000, 0.569
626.000, 0.571	626.000, 0.571	626.000, 0.570	626.000, 0.568	626.000, 0.569
627.000, 0.571	627.000, 0.572	627.000, 0.570	627.000, 0.569	627.000, 0.569
628.000, 0.572	628.000, 0.572	628.000, 0.570	628.000, 0.569	628.000, 0.569
629.000, 0.572	629.000, 0.572	629.000, 0.571	629.000, 0.569	629.000, 0.570
630.000, 0.572	630.000, 0.572	630.000, 0.572	630.000, 0.570	630.000, 0.570
631.000, 0.573	631.000, 0.573	631.000, 0.572	631.000, 0.570	631.000, 0.571
632.000, 0.573	632.000, 0.573	632.000, 0.572	632.000, 0.571	632.000, 0.571
633.000, 0.573	633.000, 0.573	633.000, 0.573	633.000, 0.571	633.000, 0.572
634.000, 0.573	634.000, 0.574	634.000, 0.573	634.000, 0.571	634.000, 0.572
