325.000, 0.439	325.000, 0.445	325.000, 0.444	325.000, 0.429	325.000, 0.422	325.000, 0.394	325.000, 0.408	325.000, 0.392	325.000, 0.366	325.000, 0.353
405.000, 0.544	405.000, 0.588	405.000, 0.601	405.000, 0.559	405.000, 0.546	405.000, 0.498	405.000, 0.504	405.000, 0.500	405.000, 0.427	405.000, 0.409
406.000, 0.545	406.000, 0.589	406.000, 0.602	406.000, 0.561	406.000, 0.547	406.000, 0.499	406.000, 0.505	406.000, 0.501	406.000, 0.427	406.000, 0.409
407.000, 0.545	407.000, 0.590	407.000, 0.604	407.000, 0.562	407.000, 0.548	407.000, 0.499	407.000, 0.506	407.000, 0.502	407.000, 0.428	407.000, 0.409
408.000, 0.546	408.000, 0.591	408.000, 0.605	408.000, 0.563	408.000, 0.549	408.000, 0.500	408.000, 0.507	408.000, 0.502	408.000, 0.428	408.000, 0.410
409.000, 0.547	409.000, 0.593	409.000, 0.607	409.000, 0.564	409.000, 0.550	409.000, 0.502	409.000, 0.508	409.000, 0.503	409.000, 0.429	409.000, 0.411
410.000, 0.549	410.000, 0.594	410.000, 0.608	410.000, 0.566	410.000, 0.551	410.000, 0.503	410.000, 0.509	410.000, 0.505	410.000, 0.430	410.000, 0.412
411.000, 0.550	411.000, 0.596	411.000, 0.609	411.000, 0.567	411.000, 0.553	411.000, 0.504	411.000, 0.510	411.000, 0.507	411.000, 0.431	411.000, 0.412
412.000, 0.551	412.000, 0.598	412.000, 0.610	412.000, 0.568	412.000, 0.554	412.000, 0.505	412.000, 0.511	412.000, 0.508	412.000, 0.431	412.000, 0.412
413.000, 0.552	413.000, 0.599	413.000, 0.612	413.000, 0.569	413.000, 0.555	413.000, 0.506	413.000, 0.512	413.000, 0.509	413.000, 0.432	413.000, 0.413
414.000, 0.553	414.000, 0.601	414.000, 0.614	414.000, 0.571	414.000, 0.556	414.000, 0.507	414.000, 0.513	414.000, 0.510	414.000, 0.433	414.000, 0.414
415.000, 0.555	415.000, 0.602	415.000, 0.615	415.000, 0.572	415.000, 0.558	415.000, 0.508	415.000, 0.515	415.000, 0.512	415.000, 0.434	415.000, 0.414
416.000, 0.556	416.000, 0.604	416.000, 0.617	416.000, 0.574	416.000, 0.560	416.000, 0.510	416.000, 0.516	416.000, 0.512	416.000, 0.435	416.000, 0.415
417.000, 0.557	417.000, 0.605	417.000, 0.618	417.000, 0.575	417.000, 0.561	417.000, 0.511	417.000, 0.517	417.000, 0.513	417.000, 0.435	417.000, 0.416
418.000, 0.558	418.000, 0.607	418.000, 0.620	418.000, 0.576	418.000, 0.562	418.000, 0.512	418.000, 0.519	418.000, 0.514	418.000, 0.436	418.000, 0.417
419.000, 0.559	419.000, 0.608	419.000, 0.621	419.000, 0.578	419.000, 0.563	419.000, 0.513	419.000, 0.520	419.000, 0.516	419.000, 0.437	419.000, 0.418
420.000, 0.560	420.000, 0.610	420.000, 0.623	420.000, 0.579	420.000, 0.565	420.000, 0.515	420.000, 0.521	420.000, 0.517	420.000, 0.438	420.000, 0.418
421.000, 0.561	421.000, 0.611	421.000, 0.624	421.000, 0.580	421.000, 0.566	421.000, 0.516	421.000, 0.522	421.000, 0.518	421.000, 0.439	421.000, 0.419
422.000, 0.563	422.000, 0.613	422.000, 0.626	422.000, 0.582	422.000, 0.567	422.000, 0.517	422.000, 0.523	422.000, 0.519	422.000, 0.439	422.000, 0.419
423.000, 0.564	423.000, 0.614	423.000, 0.627	423.000, 0.583	423.000, 0.569	423.000, 0.518	423.000, 0.524	423.000, 0.520	423.000, 0.440	423.000, 0.420
424.000, 0.565	424.000, 0.615	424.000, 0.628	424.000, 0.584	424.000, 0.570	424.000, 0.519	424.000, 0.525	424.000, 0.521	424.000, 0.441	424.000, 0.421
425.000, 0.566	425.000, 0.617	425.000, 0.630	425.000, 0.586	425.000, 0.571	425.000, 0.520	425.000, 0.526	425.000, 0.522	425.000, 0.441	425.000, 0.421
426.000, 0.567	426.000, 0.618	426.000, 0.631	426.000, 0.587	426.000, 0.572	426.000, 0.521	426.000, 0.527	426.000, 0.523	426.000, 0.442	426.000, 0.422
427.000, 0.568	427.000, 0.620	427.000, 0.633	427.000, 0.588	427.000, 0.573	427.000, 0.522	427.000, 0.529	427.000, 0.525	427.000, 0.443	427.000, 0.423
428.000, 0.569	428.000, 0.621	428.000, 0.635	428.000, 0.590	428.000, 0.575	428.000, 0.523	428.000, 0.530	428.000, 0.526	428.000, 0.444	428.000, 0.423
429.000, 0.571	429.000, 0.623	429.000, 0.637	429.000, 0.591	429.000, 0.576	429.000, 0.524	429.000, 0.531	429.000, 0.527	429.000, 0.444	429.000, 0.424
430.000, 0.572	430.000, 0.624	430.000, 0.638	430.000, 0.592	430.000, 0.578	430.000, 0.525	430.000, 0.532	430.000, 0.528	430.000, 0.445	430.000, 0.424
431.000, 0.573	431.000, 0.626	431.000, 0.640	431.000, 0.594	431.000, 0.579	431.000, 0.526	431.000, 0.533	431.000, 0.529	431.000, 0.446	431.000, 0.425
432.000, 0.574	432.000, 0.628	432.000, 0.642	432.000, 0.595	432.000, 0.580	432.000, 0.527	432.000, 0.534	432.000, 0.530	432.000, 0.447	432.000, 0.425
433.000, 0.575	433.000, 0.629	433.000, 0.643	433.000, 0.597	433.000, 0.581	433.000, 0.528	433.000, 0.535	433.000, 0.531	433.000, 0.447	433.000, 0.426
434.000, 0.576	434.000, 0.630	434.000, 0.645	434.000, 0.598	434.000, 0.582	434.000, 0.529	434.000, 0.536	434.000, 0.532	434.000, 0.448	434.000, 0.427
435.000, 0.577	435.000, 0.631	435.000, 0.646	435.000, 0.599	435.000, 0.583	435.000, 0.530	435.000, 0.537	435.000, 0.533	435.000, 0.448	435.000, 0.427
436.000, 0.577	436.000, 0.633	436.000, 0.647	436.000, 0.600	436.000, 0.584	436.000, 0.531	436.000, 0.538	436.000, 0.534	436.000, 0.449	436.000, 0.427
437.000, 0.578	437.000, 0.634	437.000, 0.649	437.000, 0.602	437.000, 0.585	437.000, 0.532	437.000, 0.539	437.000, 0.535	437.000, 0.449	437.000, 0.428
438.000, 0.580	438.000, 0.635	438.000, 0.650	438.000, 0.603	438.000, 0.587	438.000, 0.533	438.000, 0.540	438.000, 0.536	438.000, 0.450	438.000, 0.429
439.000, 0.581	439.000, 0.637	439.000, 0.652	439.000, 0.604	439.000, 0.588	439.000, 0.534	439.000, 0.541	439.000, 0.537	439.000, 0.451	439.000, 0.429
440.000, 0.582	440.000, 0.638	440.000, 0.653	440.000, 0.605	440.000, 0.589	440.000, 0.535	440.000, 0.542	440.000, 0.538	440.000, 0.452	440.000, 0.430
441.000, 0.583	441.000, 0.640	441.000, 0.655	441.000, 0.607	441.000, 0.590	441.000, 0.536	441.000, 0.543	441.000, 0.539	441.000, 0.452	441.000, 0.430
442.000, 0.584	442.000, 0.641	442.000, 0.656	442.000, 0.608	442.000, 0.592	442.000, 0.537	442.000, 0.544	442.000, 0.540	442.000, 0.452	442.000, 0.430
443.000, 0.585	443.000, 0.642	443.000, 0.657	443.000, 0.609	443.000, 0.592	443.000, 0.537	443.000, 0.545	443.000, 0.540	443.000, 0.453	443.000, 0.431
444.000, 0.585	444.000, 0.643	444.000, 0.659	444.000, 0.610	444.000, 0.593	444.000, 0.538	444.000, 0.545	444.000, 0.541	444.000, 0.453	444.000, 0.431
445.000, 0.586	445.000, 0.644	445.000, 0.660	445.000, 0.611	445.000, 0.594	445.000, 0.538	445.000, 0.546	445.000, 0.542	445.000, 0.454	445.000, 0.432
446.000, 0.587	446.000, 0.645	446.000, 0.661	446.000, 0.611	446.000, 0.595	446.000, 0.539	446.000, 0.546	446.000, 0.543	446.000, 0.454	446.000, 0.432
447.000, 0.587	447.000, 0.646	447.000, 0.662	447.000, 0.612	447.000, 0.596	447.000, 0.540	447.000, 0.547	447.000, 0.543	447.000, 0.454	447.000, 0.432
448.000, 0.588	448.000, 0.647	448.000, 0.663	448.000, 0.613	448.000, 0.596	448.000, 0.540	448.000, 0.548	448.000, 0.544	448.000, 0.455	448.000, 0.432
449.000, 0.588	449.000, 0.648	449.000, 0.664	449.000, 0.614	449.000, 0.597	449.000, 0.541	449.000, 0.548	449.000, 0.544	449.000, 0.455	449.000, 0.432
450.000, 0.589	450.000, 0.648	450.000, 0.665	450.000, 0.615	450.000, 0.598	450.000, 0.542	450.000, 0.549	450.000, 0.545	450.000, 0.455	450.000, 0.433
451.000, 0.589	451.000, 0.649	451.000, 0.666	451.000, 0.616	451.000, 0.599	451.000, 0.542	451.000, 0.550	451.000, 0.546	451.000, 0.456	451.000, 0.433
452.000, 0.590	452.000, 0.650	452.000, 0.667	452.000, 0.616	452.000, 0.599	452.000, 0.543	452.000, 0.550	452.000, 0.546	452.000, 0.456	452.000, 0.433
453.000, 0.591	453.000, 0.651	453.000, 0.667	453.000, 0.617	453.000, 0.600	453.000, 0.543	453.000, 0.550	453.000, 0.546	453.000, 0.456	453.000, 0.433
454.000, 0.591	454.000, 0.651	454.000, 0.668	454.000, 0.618	454.000, 0.600	454.000, 0.543	454.000, 0.551	454.000, 0.547	454.000, 0.456	454.000, 0.433
455.000, 0.591	455.000, 0.652	455.000, 0.669	455.000, 0.618	455.000, 0.601	455.000, 0.544	455.000, 0.551	455.000, 0.547	455.000, 0.456	455.000, 0.433
456.000, 0.592	456.000, 0.653	456.000, 0.670	456.000, 0.619	456.000, 0.602	456.000, 0.544	456.000, 0.552	456.000, 0.548	456.000, 0.456	456.000, 0.433
457.000, 0.592	457.000, 0.653	457.000, 0.671	457.000, 0.619	457.000, 0.602	457.000, 0.544	457.000, 0.552	457.000, 0.548	457.000, 0.457	457.000, 0.433
458.000, 0.593	458.000, 0.654	458.000, 0.671	458.000, 0.620	458.000, 0.602	458.000, 0.545	458.000, 0.552	458.000, 0.548	458.000, 0.457	458.000, 0.433
459.000, 0.593	459.000, 0.655	459.000, 0.672	459.000, 0.620	459.000, 0.603	459.000, 0.545	459.000, 0.552	459.000, 0.549	459.000, 0.457	459.000, 0.433
460.000, 0.593	460.000, 0.655	460.000, 0.672	460.000, 0.621	460.000, 0.603	460.000, 0.545	460.000, 0.553	460.000, 0.549	460.000, 0.457	460.000, 0.434
461.000, 0.593	461.000, 0.656	461.000, 0.673	461.000, 0.621	461.000, 0.604	461.000, 0.545	461.000, 0.553	461.000, 0.549	461.000, 0.457	461.000, 0.434
462.000, 0.594	462.000, 0.657	462.000, 0.674	462.000, 0.622	462.000, 0.604	462.000, 0.546	462.000, 0.554	462.000, 0.550	462.000, 0.457	462.000, 0.433
463.000, 0.594	463.000, 0.657	463.000, 0.675	463.000, 0.622	463.000, 0.604	463.000, 0.546	463.000, 0.553	463.000, 0.550	463.000, 0.457	463.000, 0.433
464.000, 0.594	464.000, 0.658	464.000, 0.675	464.000, 0.623	464.000, 0.605	464.000, 0.546	464.000, 0.554	464.000, 0.550	464.000, 0.457	464.000, 0.434
465.000, 0.595	465.000, 0.658	465.000, 0.676	465.000, 0.623	465.000, 0.606	465.000, 0.547	465.000, 0.555	465.000, 0.551	465.000, 0.457	465.000, 0.434
466.000, 0.595	466.000, 0.658	466.000, 0.676	466.000, 0.624	466.000, 0.606	466.000, 0.547	466.000, 0.555	466.000, 0.551	466.000, 0.457	466.000, 0.434
467.000, 0.596	467.000, 0.659	467.000, 0.677	467.000, 0.624	467.000, 0.606	467.000, 0.547	467.000, 0.555	467.000, 0.551	467.000, 0.457	467.000, 0.434
468.000, 0.596	468.000, 0.660	468.000, 0.678	468.000, 0.625	468.000, 0.607	468.000, 0.547	468.000, 0.555	468.000, 0.551	468.000, 0.458	468.000, 0.434
469.000, 0.596	469.000, 0.660	469.000, 0.678	469.000, 0.625	469.000, 0.607	469.000, 0.548	469.000, 0.555	469.000, 0.551	469.000, 0.458	469.000, 0.434
470.000, 0.596	470.000, 0.661	470.000, 0.679	470.000, 0.625	470.000, 0.608	470.000, 0.548	470.000, 0.556	470.000, 0.552	470.000, 0.458	470.000, 0.434
471.000, 0.597	471.000, 0.661	471.000, 0.679	471.000, 0.626	471.000, 0.608	471.000, 0.548	471.000, 0.556	471.000, 0.552	471.000, 0.458	471.000, 0.434
472.000, 0.597	472.000, 0.662	472.000, 0.680	472.000, 0.626	472.000, 0.608	472.000, 0.548	472.000, 0.556	472.000, 0.553	472.000, 0.458	472.000, 0.434
473.000, 0.597	473.000, 0.662	473.000, 0.680	473.000, 0.627	473.000, 0.609	473.000, 0.549	473.000, 0.557	473.000, 0.553	473.000, 0.458	473.000, 0.434
474.000, 0.597	474.000, 0.663	474.000, 0.681	474.000, 0.627	474.000, 0.609	474.000, 0.549	474.000, 0.557	474.000, 0.553	474.000, 0.458	474.000, 0.434
475.000, 0.598	475.000, 0.663	475.000, 0.681	475.000, 0.627	475.000, 0.609	475.000, 0.549	475.000, 0.557	475.000, 0.553	475.000, 0.457	475.000, 0.433
476.000, 0.598	476.000, 0.663	476.000, 0.682	476.000, 0.628	476.000, 0.609	476.000, 0.549	476.000, 0.557	476.000, 0.553	476.000, 0.457	476.000, 0.433
477.000, 0.598	477.000, 0.664	477.000, 0.682	477.000, 0.628	477.000, 0.610	477.000, 0.549	477.000, 0.557	477.000, 0.553	477.000, 0.457	477.000, 0.433
478.000, 0.598	478.000, 0.664	478.000, 0.683	478.000, 0.628	478.000, 0.610	478.000, 0.549	478.000, 0.557	478.000, 0.554	478.000, 0.458	478.000, 0.433
