325.000, 0.018	325.000, 0.027	325.000, 0.021	325.000, 0.028	325.000, 0.026	325.000, 0.032	325.000, 0.033	325.000, 0.049	325.000, 0.045	325.000, 0.037
346.000, 0.025	346.000, 0.020	346.000, 0.025	346.000, 0.024	346.000, 0.027	346.000, 0.030	346.000, 0.040	346.000, 0.047	346.000, 0.035	346.000, 0.038
347.000, 0.019	347.000, 0.017	347.000, 0.023	347.000, 0.024	347.000, 0.024	347.000, 0.029	347.000, 0.036	347.000, 0.043	347.000, 0.033	347.000, 0.037
348.000, 0.019	348.000, 0.016	348.000, 0.020	348.000, 0.022	348.000, 0.024	348.000, 0.028	348.000, 0.034	348.000, 0.041	348.000, 0.029	348.000, 0.035
349.000, 0.023	349.000, 0.017	349.000, 0.019	349.000, 0.021	349.000, 0.025	349.000, 0.028	349.000, 0.035	349.000, 0.042	349.000, 0.027	349.000, 0.035
350.000, 0.026	350.000, 0.019	350.000, 0.019	350.000, 0.024	350.000, 0.026	350.000, 0.030	350.000, 0.040	350.000, 0.043	350.000, 0.033	350.000, 0.038
351.000, 0.028	351.000, 0.020	351.000, 0.022	351.000, 0.025	351.000, 0.028	351.000, 0.032	351.000, 0.042	351.000, 0.044	351.000, 0.037	351.000, 0.039
352.000, 0.029	352.000, 0.020	352.000, 0.025	352.000, 0.025	352.000, 0.029	352.000, 0.034	352.000, 0.042	352.000, 0.045	352.000, 0.036	352.000, 0.037
353.000, 0.027	353.000, 0.019	353.000, 0.023	353.000, 0.025	353.000, 0.028	353.000, 0.033	353.000, 0.041	353.000, 0.046	353.000, 0.036	353.000, 0.036
354.000, 0.025	354.000, 0.018	354.000, 0.021	354.000, 0.025	354.000, 0.027	354.000, 0.032	354.000, 0.041	354.000, 0.047	354.000, 0.035	354.000, 0.035
355.000, 0.025	355.000, 0.020	355.000, 0.023	355.000, 0.026	355.000, 0.029	355.000, 0.033	355.000, 0.040	355.000, 0.049	355.000, 0.033	355.000, 0.036
356.000, 0.025	356.000, 0.021	356.000, 0.023	356.000, 0.026	356.000, 0.030	356.000, 0.033	356.000, 0.041	356.000, 0.049	356.000, 0.034	356.000, 0.037
357.000, 0.024	357.000, 0.022	357.000, 0.023	357.000, 0.025	357.000, 0.030	357.000, 0.033	357.000, 0.042	357.000, 0.048	357.000, 0.036	357.000, 0.039
358.000, 0.025	358.000, 0.020	358.000, 0.023	358.000, 0.024	358.000, 0.030	358.000, 0.032	358.000, 0.042	358.000, 0.047	358.000, 0.035	358.000, 0.037
359.000, 0.026	359.000, 0.020	359.000, 0.024	359.000, 0.025	359.000, 0.030	359.000, 0.032	359.000, 0.043	359.000, 0.047	359.000, 0.035	359.000, 0.039
360.000, 0.027	360.000, 0.022	360.000, 0.024	360.000, 0.026	360.000, 0.031	360.000, 0.033	360.000, 0.044	360.000, 0.049	360.000, 0.037	360.000, 0.042
361.000, 0.026	361.000, 0.019	361.000, 0.023	361.000, 0.026	361.000, 0.031	361.000, 0.035	361.000, 0.044	361.000, 0.050	361.000, 0.035	361.000, 0.040
362.000, 0.026	362.000, 0.019	362.000, 0.023	362.000, 0.027	362.000, 0.031	362.000, 0.036	362.000, 0.045	362.000, 0.051	362.000, 0.035	362.000, 0.040
363.000, 0.028	363.000, 0.022	363.000, 0.027	363.000, 0.027	363.000, 0.032	363.000, 0.034	363.000, 0.046	363.000, 0.053	363.000, 0.037	363.000, 0.042
364.000, 0.026	364.000, 0.022	364.000, 0.026	364.000, 0.027	364.000, 0.032	364.000, 0.033	364.000, 0.046	364.000, 0.052	364.000, 0.036	364.000, 0.041
365.000, 0.025	365.000, 0.021	365.000, 0.025	365.000, 0.027	365.000, 0.030	365.000, 0.034	365.000, 0.046	365.000, 0.051	365.000, 0.036	365.000, 0.040
366.000, 0.028	366.000, 0.023	366.000, 0.027	366.000, 0.028	366.000, 0.032	366.000, 0.037	366.000, 0.045	366.000, 0.053	366.000, 0.038	366.000, 0.042
367.000, 0.028	367.000, 0.023	367.000, 0.025	367.000, 0.029	367.000, 0.032	367.000, 0.038	367.000, 0.046	367.000, 0.054	367.000, 0.039	367.000, 0.043
368.000, 0.027	368.000, 0.021	368.000, 0.023	368.000, 0.029	368.000, 0.031	368.000, 0.038	368.000, 0.047	368.000, 0.053	368.000, 0.037	368.000, 0.043
369.000, 0.028	369.000, 0.023	369.000, 0.025	369.000, 0.029	369.000, 0.033	369.000, 0.038	369.000, 0.049	369.000, 0.054	369.000, 0.039	369.000, 0.043
370.000, 0.027	370.000, 0.023	370.000, 0.026	370.000, 0.028	370.000, 0.033	370.000, 0.036	370.000, 0.049	370.000, 0.054	370.000, 0.040	370.000, 0.043
371.000, 0.025	371.000, 0.020	371.000, 0.025	371.000, 0.026	371.000, 0.032	371.000, 0.034	371.000, 0.048	371.000, 0.052	371.000, 0.039	371.000, 0.041
372.000, 0.025	372.000, 0.020	372.000, 0.024	372.000, 0.027	372.000, 0.031	372.000, 0.035	372.000, 0.048	372.000, 0.052	372.000, 0.038	372.000, 0.042
373.000, 0.026	373.000, 0.020	373.000, 0.023	373.000, 0.028	373.000, 0.031	373.000, 0.036	373.000, 0.046	373.000, 0.053	373.000, 0.037	373.000, 0.042
374.000, 0.026	374.000, 0.019	374.000, 0.022	374.000, 0.027	374.000, 0.032	374.000, 0.035	374.000, 0.045	374.000, 0.053	374.000, 0.037	374.000, 0.041
375.000, 0.027	375.000, 0.020	375.000, 0.024	375.000, 0.028	375.000, 0.034	375.000, 0.036	375.000, 0.046	375.000, 0.054	375.000, 0.038	375.000, 0.042
376.000, 0.027	376.000, 0.021	376.000, 0.026	376.000, 0.030	376.000, 0.036	376.000, 0.037	376.000, 0.048	376.000, 0.055	376.000, 0.040	376.000, 0.044
377.000, 0.028	377.000, 0.022	377.000, 0.025	377.000, 0.029	377.000, 0.035	377.000, 0.038	377.000, 0.050	377.000, 0.057	377.000, 0.041	377.000, 0.044
378.000, 0.027	378.000, 0.022	378.000, 0.024	378.000, 0.028	378.000, 0.034	378.000, 0.037	378.000, 0.050	378.000, 0.057	378.000, 0.041	378.000, 0.044
379.000, 0.025	379.000, 0.021	379.000, 0.025	379.000, 0.030	379.000, 0.034	379.000, 0.036	379.000, 0.050	379.000, 0.057	379.000, 0.040	379.000, 0.044
380.000, 0.029	380.000, 0.023	380.000, 0.028	380.000, 0.031	380.000, 0.035	380.000, 0.040	380.000, 0.054	380.000, 0.059	380.000, 0.042	380.000, 0.048
381.000, 0.030	381.000, 0.023	381.000, 0.030	381.000, 0.032	381.000, 0.036	381.000, 0.043	381.000, 0.055	381.000, 0.059	381.000, 0.043	381.000, 0.049
382.000, 0.028	382.000, 0.020	382.000, 0.027	382.000, 0.031	382.000, 0.034	382.000, 0.041	382.000, 0.052	382.000, 0.058	382.000, 0.041	382.000, 0.047
383.000, 0.028	383.000, 0.020	383.000, 0.026	383.000, 0.030	383.000, 0.034	383.000, 0.040	383.000, 0.051	383.000, 0.057	383.000, 0.040	383.000, 0.047
384.000, 0.029	384.000, 0.022	384.000, 0.026	384.000, 0.030	384.000, 0.036	384.000, 0.040	384.000, 0.053	384.000, 0.059	384.000, 0.040	384.000, 0.047
385.000, 0.030	385.000, 0.023	385.000, 0.027	385.000, 0.032	385.000, 0.037	385.000, 0.043	385.000, 0.054	385.000, 0.061	385.000, 0.042	385.000, 0.048
386.000, 0.031	386.000, 0.024	386.000, 0.028	386.000, 0.033	386.000, 0.038	386.000, 0.043	386.000, 0.056	386.000, 0.064	386.000, 0.045	386.000, 0.050
387.000, 0.031	387.000, 0.024	387.000, 0.029	387.000, 0.032	387.000, 0.037	387.000, 0.042	387.000, 0.056	387.000, 0.065	387.000, 0.045	387.000, 0.050
388.000, 0.029	388.000, 0.022	388.000, 0.028	388.000, 0.032	388.000, 0.037	388.000, 0.042	388.000, 0.054	388.000, 0.062	388.000, 0.042	388.000, 0.049
389.000, 0.029	389.000, 0.022	389.000, 0.027	389.000, 0.032	389.000, 0.037	389.000, 0.043	389.000, 0.053	389.000, 0.061	389.000, 0.042	389.000, 0.048
390.000, 0.031	390.000, 0.023	390.000, 0.028	390.000, 0.032	390.000, 0.038	390.000, 0.045	390.000, 0.055	390.000, 0.064	390.000, 0.046	390.000, 0.049
391.000, 0.030	391.000, 0.023	391.000, 0.027	391.000, 0.032	391.000, 0.037	391.000, 0.043	391.000, 0.057	391.000, 0.063	391.000, 0.044	391.000, 0.049
392.000, 0.029	392.000, 0.023	392.000, 0.027	392.000, 0.033	392.000, 0.038	392.000, 0.043	392.000, 0.058	392.000, 0.063	392.000, 0.043	392.000, 0.050
393.000, 0.031	393.000, 0.025	393.000, 0.030	393.000, 0.035	393.000, 0.040	393.000, 0.045	393.000, 0.058	393.000, 0.064	393.000, 0.048	393.000, 0.054
394.000, 0.031	394.000, 0.025	394.000, 0.030	394.000, 0.036	394.000, 0.041	394.000, 0.045	394.000, 0.059	394.000, 0.066	394.000, 0.048	394.000, 0.055
395.000, 0.032	395.000, 0.024	395.000, 0.029	395.000, 0.036	395.000, 0.040	395.000, 0.045	395.000, 0.060	395.000, 0.067	395.000, 0.046	395.000, 0.054
396.000, 0.032	396.000, 0.025	396.000, 0.031	396.000, 0.035	396.000, 0.040	396.000, 0.045	396.000, 0.060	396.000, 0.066	396.000, 0.047	396.000, 0.054
397.000, 0.032	397.000, 0.025	397.000, 0.030	397.000, 0.036	397.000, 0.041	397.000, 0.046	397.000, 0.059	397.000, 0.067	397.000, 0.048	397.000, 0.054
398.000, 0.032	398.000, 0.025	398.000, 0.029	398.000, 0.037	398.000, 0.042	398.000, 0.047	398.000, 0.059	398.000, 0.069	398.000, 0.048	398.000, 0.055
399.000, 0.032	399.000, 0.027	399.000, 0.032	399.000, 0.037	399.000, 0.044	399.000, 0.048	399.000, 0.060	399.000, 0.069	399.000, 0.049	399.000, 0.055
400.000, 0.033	400.000, 0.027	400.000, 0.034	400.000, 0.038	400.000, 0.044	400.000, 0.049	400.000, 0.061	400.000, 0.069	400.000, 0.050	400.000, 0.056
401.000, 0.033	401.000, 0.026	401.000, 0.032	401.000, 0.038	401.000, 0.044	401.000, 0.049	401.000, 0.062	401.000, 0.069	401.000, 0.050	401.000, 0.057
402.000, 0.033	402.000, 0.026	402.000, 0.032	402.000, 0.038	402.000, 0.043	402.000, 0.048	402.000, 0.062	402.000, 0.069	402.000, 0.049	402.000, 0.057
403.000, 0.033	403.000, 0.026	403.000, 0.032	403.000, 0.038	403.000, 0.043	403.000, 0.048	403.000, 0.062	403.000, 0.069	403.000, 0.049	403.000, 0.057
404.000, 0.033	404.000, 0.025	404.000, 0.032	404.000, 0.039	404.000, 0.045	404.000, 0.049	404.000, 0.063	404.000, 0.070	404.000, 0.049	404.000, 0.056
405.000, 0.034	405.000, 0.026	405.000, 0.033	405.000, 0.039	405.000, 0.045	405.000, 0.050	405.000, 0.063	405.000, 0.071	405.000, 0.050	405.000, 0.058
406.000, 0.035	406.000, 0.027	406.000, 0.035	406.000, 0.039	406.000, 0.045	406.000, 0.051	406.000, 0.064	406.000, 0.072	406.000, 0.051	406.000, 0.059
407.000, 0.035	407.000, 0.028	407.000, 0.034	407.000, 0.040	407.000, 0.046	407.000, 0.051	407.000, 0.064	407.000, 0.072	407.000, 0.051	407.000, 0.060
408.000, 0.036	408.000, 0.028	408.000, 0.034	408.000, 0.041	408.000, 0.047	408.000, 0.052	408.000, 0.064	408.000, 0.072	408.000, 0.052	408.000, 0.060
409.000, 0.037	409.000, 0.029	409.000, 0.035	409.000, 0.042	409.000, 0.048	409.000, 0.053	409.000, 0.066	409.000, 0.073	409.000, 0.053	409.000, 0.060
410.000, 0.036	410.000, 0.029	410.000, 0.035	410.000, 0.042	410.000, 0.048	410.000, 0.053	410.000, 0.066	410.000, 0.073	410.000, 0.052	410.000, 0.061
411.000, 0.036	411.000, 0.028	411.000, 0.035	411.000, 0.042	411.000, 0.048	411.000, 0.053	411.000, 0.066	411.000, 0.073	411.000, 0.052	411.000, 0.061
412.000, 0.037	412.000, 0.029	412.000, 0.035	412.000, 0.043	412.000, 0.048	412.000, 0.054	412.000, 0.067	412.000, 0.074	412.000, 0.054	412.000, 0.062
413.000, 0.037	413.000, 0.030	413.000, 0.035	413.000, 0.044	413.000, 0.049	413.000, 0.055	413.000, 0.067	413.000, 0.074	413.000, 0.054	413.000, 0.063
414.000, 0.037	414.000, 0.030	414.000, 0.036	414.000, 0.044	414.000, 0.050	414.000, 0.055	414.000, 0.067	414.000, 0.075	414.000, 0.054	414.000, 0.064
415.000, 0.038	415.000, 0.029	415.000, 0.036	415.000, 0.045	415.000, 0.050	415.000, 0.055	415.000, 0.067	415.000, 0.076	415.000, 0.054	415.000, 0.064
416.000, 0.038	416.000, 0.029	416.000, 0.037	416.000, 0.045	416.000, 0.050	416.000, 0.056	416.000, 0.068	416.000, 0.076	416.000, 0.054	416.000, 0.064
417.000, 0.038	417.000, 0.030	417.000, 0.038	417.000, 0.045	417.000, 0.051	417.000, 0.056	417.000, 0.069	417.000, 0.076	417.000, 0.055	417.000, 0.065
418.000, 0.039	418.000, 0.030	418.000, 0.038	418.000, 0.045	418.000, 0.052	418.000, 0.057	418.000, 0.070	418.000, 0.077	418.000, 0.056	418.000, 0.065
419.000, 0.039	419.000, 0.031	419.000, 0.038	419.000, 0.046	419.000, 0.053	419.000, 0.058	419.000, 0.070	419.000, 0.078	419.000, 0.056	419.000, 0.066
420.000, 0.039	420.000, 0.031	420.000, 0.038	420.000, 0.046	420.000, 0.052	420.000, 0.058	420.000, 0.070	420.000, 0.077	420.000, 0.056	420.000, 0.066
421.000, 0.039	421.000, 0.031	421.000, 0.038	421.000, 0.046	421.000, 0.053	421.000, 0.058	421.000, 0.070	421.000, 0.078	421.000, 0.056	421.000, 0.066
422.000, 0.040	422.000, 0.031	422.000, 0.039	422.000, 0.047	422.000, 0.053	422.000, 0.058	422.000, 0.071	422.000, 0.079	422.000, 0.057	422.000, 0.067
423.000, 0.040	423.000, 0.032	423.000, 0.039	423.000, 0.047	423.000, 0.053	423.000, 0.059	423.000, 0.071	423.000, 0.079	423.000, 0.057	423.000, 0.067
424.000, 0.040	424.000, 0.032	424.000, 0.040	424.000, 0.048	424.000, 0.054	424.000, 0.060	424.000, 0.072	424.000, 0.079	424.000, 0.057	424.000, 0.068
425.000, 0.041	425.000, 0.032	425.000, 0.040	425.000, 0.049	425.000, 0.055	425.000, 0.060	425.000, 0.073	425.000, 0.080	425.000, 0.058	425.000, 0.068
426.000, 0.041	426.000, 0.032	426.000, 0.041	426.000, 0.049	426.000, 0.055	426.000, 0.061	426.000, 0.073	426.000, 0.080	426.000, 0.058	426.000, 0.069
427.000, 0.041	427.000, 0.032	427.000, 0.041	427.000, 0.049	427.000, 0.056	427.000, 0.061	427.000, 0.073	427.000, 0.080	427.000, 0.058	427.000, 0.070
428.000, 0.042	428.000, 0.033	428.000, 0.041	428.000, 0.050	428.000, 0.056	428.000, 0.062	428.000, 0.074	428.000, 0.081	428.000, 0.059	428.000, 0.070
429.000, 0.042	429.000, 0.033	429.000, 0.041	429.000, 0.050	429.000, 0.056	429.000, 0.062	429.000, 0.074	429.000, 0.082	429.000, 0.059	429.000, 0.071
430.000, 0.042	430.000, 0.034	430.000, 0.041	430.000, 0.050	430.000, 0.057	430.000, 0.063	430.000, 0.074	430.000, 0.082	430.000, 0.060	430.000, 0.071
431.000, 0.043	431.000, 0.034	431.000, 0.042	431.000, 0.051	431.000, 0.057	431.000, 0.063	431.000, 0.075	431.000, 0.083	431.000, 0.060	431.000, 0.071
432.000, 0.043	432.000, 0.034	432.000, 0.042	432.000, 0.051	432.000, 0.058	432.000, 0.063	432.000, 0.075	432.000, 0.083	432.000, 0.060	432.000, 0.072
433.000, 0.043	433.000, 0.033	433.000, 0.042	433.000, 0.051	433.000, 0.058	433.000, 0.064	433.000, 0.075	433.000, 0.083	433.000, 0.060	433.000, 0.072
434.000, 0.043	434.000, 0.033	434.000, 0.042	434.000, 0.052	434.000, 0.058	434.000, 0.064	434.000, 0.076	434.000, 0.083	434.000, 0.060	434.000, 0.072
435.000, 0.044	435.000, 0.034	435.000, 0.043	435.000, 0.052	435.000, 0.059	435.000, 0.065	435.000, 0.076	435.000, 0.084	435.000, 0.061	435.000, 0.072
436.000, 0.044	436.000, 0.034	436.000, 0.043	436.000, 0.053	436.000, 0.060	436.000, 0.065	436.000, 0.077	436.000, 0.085	436.000, 0.061	436.000, 0.073
437.000, 0.044	437.000, 0.034	437.000, 0.043	437.000, 0.053	437.000, 0.060	437.000, 0.065	437.000, 0.077	437.000, 0.085	437.000, 0.062	437.000, 0.074
438.000, 0.044	438.000, 0.034	438.000, 0.043	438.000, 0.054	438.000, 0.060	438.000, 0.066	438.000, 0.078	438.000, 0.085	438.000, 0.062	438.000, 0.074
439.000, 0.044	439.000, 0.034	439.000, 0.044	439.000, 0.054	439.000, 0.060	439.000, 0.066	439.000, 0.078	439.000, 0.086	439.000, 0.062	439.000, 0.074
440.000, 0.045	440.000, 0.035	440.000, 0.044	440.000, 0.054	440.000, 0.060	440.000, 0.067	440.000, 0.078	440.000, 0.086	440.000, 0.063	440.000, 0.075
441.000, 0.045	441.000, 0.035	441.000, 0.044	441.000, 0.054	441.000, 0.061	441.000, 0.067	441.000, 0.079	441.000, 0.087	441.000, 0.063	441.000, 0.075
442.000, 0.045	442.000, 0.035	442.000, 0.044	442.000, 0.054	442.000, 0.061	442.000, 0.067	442.000, 0.079	442.000, 0.087	442.000, 0.063	442.000, 0.076
443.000, 0.045	443.000, 0.035	443.000, 0.045	443.000, 0.055	443.000, 0.062	443.000, 0.068	443.000, 0.079	443.000, 0.087	443.000, 0.064	443.000, 0.076
444.000, 0.046	444.000, 0.035	444.000, 0.045	444.000, 0.055	444.000, 0.062	444.000, 0.068	444.000, 0.080	444.000, 0.088	444.000, 0.064	444.000, 0.077
445.000, 0.046	445.000, 0.035	445.000, 0.045	445.000, 0.055	445.000, 0.062	445.000, 0.069	445.000, 0.080	445.000, 0.088	445.000, 0.064	445.000, 0.077
446.000, 0.046	446.000, 0.036	446.000, 0.045	446.000, 0.056	446.000, 0.062	446.000, 0.069	446.000, 0.081	446.000, 0.089	446.000, 0.064	446.000, 0.077
447.000, 0.046	447.000, 0.036	447.000, 0.045	447.000, 0.056	447.000, 0.063	447.000, 0.069	447.000, 0.081	447.000, 0.089	447.000, 0.064	447.000, 0.078
448.000, 0.046	448.000, 0.036	448.000, 0.046	448.000, 0.056	448.000, 0.063	448.000, 0.070	448.000, 0.081	448.000, 0.089	448.000, 0.065	448.000, 0.078
449.000, 0.047	449.000, 0.036	449.000, 0.046	449.000, 0.057	449.000, 0.064	449.000, 0.070	449.000, 0.082	449.000, 0.090	449.000, 0.065	449.000, 0.079
450.000, 0.047	450.000, 0.036	450.000, 0.046	450.000, 0.057	450.000, 0.064	450.000, 0.070	450.000, 0.082	450.000, 0.090	450.000, 0.066	450.000, 0.079
451.000, 0.047	451.000, 0.036	451.000, 0.046	451.000, 0.057	451.000, 0.064	451.000, 0.071	451.000, 0.082	451.000, 0.090	451.000, 0.066	451.000, 0.079
452.000, 0.047	452.000, 0.036	452.000, 0.046	452.000, 0.057	452.000, 0.064	452.000, 0.071	452.000, 0.082	452.000, 0.090	452.000, 0.066	452.000, 0.080
453.000, 0.048	453.000, 0.036	453.000, 0.046	453.000, 0.058	453.000, 0.065	453.000, 0.071	453.000, 0.083	453.000, 0.091	453.000, 0.066	453.000, 0.080
454.000, 0.048	454.000, 0.037	454.000, 0.046	454.000, 0.058	454.000, 0.065	454.000, 0.072	454.000, 0.083	454.000, 0.091	454.000, 0.066	454.000, 0.080
455.000, 0.048	455.000, 0.037	455.000, 0.047	455.000, 0.058	455.000, 0.065	455.000, 0.072	455.000, 0.084	455.000, 0.091	455.000, 0.067	455.000, 0.081
456.000, 0.048	456.000, 0.037	456.000, 0.047	456.000, 0.058	456.000, 0.066	456.000, 0.073	456.000, 0.084	456.000, 0.092	456.000, 0.067	456.000, 0.081
457.000, 0.049	457.000, 0.037	457.000, 0.047	457.000, 0.059	457.000, 0.066	457.000, 0.073	457.000, 0.084	457.000, 0.092	457.000, 0.067	457.000, 0.082
458.000, 0.049	458.000, 0.037	458.000, 0.048	458.000, 0.059	458.000, 0.067	458.000, 0.074	458.000, 0.085	458.000, 0.093	458.000, 0.067	458.000, 0.082
459.000, 0.049	459.000, 0.037	459.000, 0.048	459.000, 0.059	459.000, 0.067	459.000, 0.074	459.000, 0.085	459.000, 0.093	459.000, 0.068	459.000, 0.082
460.000, 0.049	460.000, 0.037	460.000, 0.048	460.000, 0.059	460.000, 0.067	460.000, 0.074	460.000, 0.085	460.000, 0.093	460.000, 0.068	460.000, 0.083
461.000, 0.049	461.000, 0.037	461.000, 0.048	461.000, 0.060	461.000, 0.068	461.000, 0.074	461.000, 0.085	461.000, 0.094	461.000, 0.068	461.000, 0.083
462.000, 0.049	462.000, 0.038	462.000, 0.049	462.000, 0.060	462.000, 0.068	462.000, 0.074	462.000, 0.086	462.000, 0.094	462.000, 0.068	462.000, 0.084
463.000, 0.050	463.000, 0.038	463.000, 0.049	463.000, 0.061	463.000, 0.068	463.000, 0.075	463.000, 0.086	463.000, 0.095	463.000, 0.069	463.000, 0.084
464.000, 0.050	464.000, 0.039	464.000, 0.049	464.000, 0.061	464.000, 0.069	464.000, 0.076	464.000, 0.087	464.000, 0.095	464.000, 0.069	464.000, 0.085
465.000, 0.050	465.000, 0.039	465.000, 0.049	465.000, 0.061	465.000, 0.069	465.000, 0.076	465.000, 0.087	465.000, 0.095	465.000, 0.069	465.000, 0.085
466.000, 0.051	466.000, 0.039	466.000, 0.049	466.000, 0.061	466.000, 0.069	466.000, 0.076	466.000, 0.087	466.000, 0.095	466.000, 0.069	466.000, 0.085
467.000, 0.051	467.000, 0.039	467.000, 0.050	467.000, 0.062	467.000, 0.070	467.000, 0.076	467.000, 0.088	467.000, 0.096	467.000, 0.070	467.000, 0.085
468.000, 0.051	468.000, 0.039	468.000, 0.050	468.000, 0.062	468.000, 0.070	468.000, 0.077	468.000, 0.088	468.000, 0.096	468.000, 0.070	468.000, 0.086
469.000, 0.052	469.000, 0.039	469.000, 0.050	469.000, 0.063	469.000, 0.070	469.000, 0.077	469.000, 0.089	469.000, 0.097	469.000, 0.070	469.000, 0.086
470.000, 0.051	470.000, 0.039	470.000, 0.050	470.000, 0.063	470.000, 0.070	470.000, 0.077	470.000, 0.089	470.000, 0.097	470.000, 0.070	470.000, 0.086
471.000, 0.051	471.000, 0.039	471.000, 0.050	471.000, 0.063	471.000, 0.070	471.000, 0.077	471.000, 0.089	471.000, 0.097	471.000, 0.070	471.000, 0.086
472.000, 0.052	472.000, 0.039	472.000, 0.050	472.000, 0.063	472.000, 0.071	472.000, 0.078	472.000, 0.089	472.000, 0.097	472.000, 0.071	472.000, 0.087
473.000, 0.052	473.000, 0.040	473.000, 0.051	473.000, 0.063	473.000, 0.071	473.000, 0.079	473.000, 0.090	473.000, 0.098	473.000, 0.071	473.000, 0.087
474.000, 0.052	474.000, 0.040	474.000, 0.052	474.000, 0.064	474.000, 0.072	474.000, 0.079	474.000, 0.090	474.000, 0.098	474.000, 0.071	474.000, 0.088
475.000, 0.053	475.000, 0.040	475.000, 0.052	475.000, 0.064	475.000, 0.072	475.000, 0.080	475.000, 0.091	475.000, 0.099	475.000, 0.072	475.000, 0.088
476.000, 0.053	476.000, 0.040	476.000, 0.052	476.000, 0.065	476.000, 0.073	476.000, 0.080	476.000, 0.091	476.000, 0.099	476.000, 0.072	476.000, 0.089
477.000, 0.053	477.000, 0.040	477.000, 0.052	477.000, 0.065	477.000, 0.073	477.000, 0.080	477.000, 0.091	477.000, 0.099	477.000, 0.072	477.000, 0.089
478.000, 0.053	478.000, 0.041	478.000, 0.052	478.000, 0.065	478.000, 0.073	478.000, 0.080	478.000, 0.091	478.000, 0.100	478.000, 0.073	478.000, 0.089
